,Object-ID,SYS_CODE,LOC_NAME,BED_CODE,MAN_NAME,DES_TYPE,CAT_DES,BLD_CODE,ADDRESS,ST_CODE,LAT,LON,COM_DIST,COUN_DIS,CENSUS_TRACT,BOR_BLOCK,NTA,NTA_NAME,ADM_DIST,DBN_CODE,SCH_NAME,YEAR,TOT_ENRO,GRADE PK,GRADE K,GRADE 1,GRADE 2,GRADE 3,GRADE 4,GRADE 5,GRADE 6,GRADE 7,GRADE 8,GRADE 9,GRADE 10,GRADE 11,GRADE 12,NUM_POV,PERC_POV,ECON_IND
1623,X341,1.58693890553341e-312,Accion Academy,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X116,977 FOX STREET,NY,40.822056,-73.894368,202,17,15900,1.00154023528689e-314,BX27,Hunts Point,COMMUNITY SCHOOL DISTRICT 12,12X341,Accion Academy,2018-19,395,0,0,0,0,0,0,0,86,155,154,0,0,0,0,379,96%,93%
1624,X342,1.58595077918733e-312,International School for Liberal Arts,321000000000,DOE,General Academic,Secondary School,X430,2780 RESERVOIR AVENUE,NY,40.869061,-73.897066,207,11,40900,1.00417363778755e-314,BX28,Van Cortlandt Village,,10X342,International School for Liberal Arts,2018-19,518,0,0,0,0,0,0,0,47,53,47,94,79,103,95,508,98%,95%
1625,X343,1.58446857731409e-312,Academy of Applied Mathematics and Technology,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X139,345 BROOK AVENUE,NY,40.810314,-73.918774,201,8,4100,9.99425650132787e-315,BX39,Mott Haven-Port Morris,COMMUNITY SCHOOL DISTRICT 07,07X343,Academy of Applied Mathematics and Technology,2018-19,307,0,0,0,0,0,0,0,106,103,98,0,0,0,0,285,93%,93%
1626,X344,1.58595077425655e-312,Ampark Neighborhood,321000000000,DOE,General Academic,Elementary,X095,3961 HILLMAN AVENUE,NY,40.883049,-73.891664,208,11,28100,1.0041983964052e-314,BX28,Van Cortlandt Village,COMMUNITY SCHOOL DISTRICT 10,10X344,Ampark Neighborhood,2018-19,378,35,52,58,51,65,62,55,0,0,0,0,0,0,0,195,52%,45%
1627,X345,1.58496684528469e-312,Hyde Leadership Charter School,321000000000,Charter,General Academic,K-12 all grades,X074,730 BRYANT AVENUE,NY,40.815827,-73.885284,202,17,11700,1.0017824633214e-314,BX27,Hunts Point,OFFICE OF CHARTER SCHOOLS,84X345,Hyde Leadership Charter School,2018-19,973,0,82,79,81,79,83,76,75,79,77,78,77,33,74,879,90%,85%
1628,X346,1.58694310784335e-312,South Bronx Classical Charter School,321000000000,Charter,General Academic,K-8,X116,977 FOX STREET,NY,40.822056,-73.894368,202,17,15900,1.00154023528689e-314,BX27,Hunts Point,OFFICE OF CHARTER SCHOOLS,84X346,South Bronx Classical Charter School,2018-19,497,0,76,80,79,76,49,46,36,29,26,0,0,0,0,427,86%,81%
1629,X347,1.58595497658131e-312,International Leadership Charter High School,321000000000,Charter,General Academic,High school,XBAA,3030 Riverdale Avenue,NY,40.880853,-73.909955,208,11,28900,0,BX29,Spuyten Duyvil-Kingsbridge,OFFICE OF CHARTER SCHOOLS,84X347,International Leadership Charter High School,2018-19,354,0,0,0,0,0,0,0,0,0,0,118,80,76,80,312,88%,79%
1630,X348,1.58496264792529e-312,Schuylerville Preparatory High School,321000000000,DOE,General Academic,High school,X405,3000 EAST TREMONT AVENUE,NY,40.839775,-73.839583,210,13,19400,1.01465273604532e-314,BX52,Schuylerville-Throgs Neck-Edgewater Park,,08X348,Schuylerville Preparatory High School,2018-19,360,0,0,0,0,0,0,0,0,0,0,101,105,78,76,246,68%,76%
1631,X349,1.58496264793023e-312,Bronx River High School,321000000000,DOE,General Academic,High school,X405,3000 EAST TREMONT AVENUE,NY,40.839775,-73.839583,210,13,19400,1.01465273604532e-314,BX52,Schuylerville-Throgs Neck-Edgewater Park,,08X349,Bronx River High School,2018-19,425,0,0,0,0,0,0,0,0,0,0,124,131,117,53,345,81%,85%
1632,X350,1.58545671358101e-312,New Directions Secondary School,321000000000,DOE,General Academic,Secondary School,X410,240 EAST 172 STREET,NY,40.839307,-73.911366,204,16,22500,1.00204912191397e-314,BX14,East Concourse-Concourse Village,,09X350,New Directions Secondary School,2018-19,228,0,0,0,0,0,0,0,14,27,40,36,53,41,17,216,95%,96%
1633,X351,1.58595077923179e-312,Bronx Collaborative High School,321000000000,DOE,General Academic,High school,X440,100 WEST MOSHOLU PARKWAY SOUTH,NY,40.879958,-73.889011,207,11,40900,1.00419346513599e-314,BX28,Van Cortlandt Village,,10X351,Bronx Collaborative High School,2018-19,587,0,0,0,0,0,0,0,0,0,0,171,164,127,125,474,81%,85%
1634,X352,1.51925192198882e-312,The Vida Bogart School for All Children,308000000000,DOE,Special Education,K-8,X006,1000 EAST TREMONT AVENUE,NY,40.840445,-73.882531,206,17,35900,1.00297796928068e-314,BX17,East Tremont,CITYWIDE SPECIAL EDUCATION,75X352,The Vida Bogart School for All Children,2018-19,501,0,74,88,84,60,78,83,11,12,11,0,0,0,0,462,92%,94%
1635,X353,1.58595077924167e-312,World View High School,321000000000,DOE,General Academic,High school,X440,100 WEST MOSHOLU PARKWAY SOUTH,NY,40.879958,-73.889011,207,11,40900,1.00419346513599e-314,BX28,Van Cortlandt Village,,10X353,World View High School,2018-19,551,0,0,0,0,0,0,0,0,0,0,161,140,151,99,416,76%,80%
1636,X355,1.58644483995674e-312,Bronx Alliance Middle School,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X142,3750 BAYCHESTER AVENUE,NY,40.886002,-73.839682,212,12,48400,1.01251343179882e-314,BX03,Eastchester-Edenwald-Baychester,COMMUNITY SCHOOL DISTRICT 11,11X355,Bronx Alliance Middle School,2018-19,300,0,0,0,0,0,0,0,98,97,105,0,0,0,0,260,87%,86%
1637,X357,1.58644483996662e-312,Young Voices Academy of the Bronx,321000000000,DOE,General Academic,Elementary,X292,800 LYDIG AVENUE,NY,40.854423,-73.863733,211,13,22800,1.00934154517449e-314,BX49,Pelham Parkway,COMMUNITY SCHOOL DISTRICT 11,11X357,Young Voices Academy of the Bronx,2018-19,425,36,76,69,60,61,67,56,0,0,0,0,0,0,0,346,81%,79%
1638,X359,1.58446857739314e-312,Concourse Village Elementary School,321000000000,DOE,General Academic,Elementary,X156,750 CONCOURSE VILLAGE WEST,NY,40.823014,-73.922527,204,17,6100,1.00020135444158e-314,BX14,East Concourse-Concourse Village,COMMUNITY SCHOOL DISTRICT 07,07X359,Concourse Village Elementary School,2018-19,346,29,52,50,53,57,61,44,0,0,0,0,0,0,0,297,86%,82%
1639,X360,1.5859507743356e-312,P.S. 360,321000000000,DOE,General Academic,Elementary,X360,2880 KINGSBRIDGE TERRACE,NY,40.874717,-73.902214,208,14,27300,1.00420341561809e-314,BX28,Van Cortlandt Village,COMMUNITY SCHOOL DISTRICT 10,10X360,P.S. 360,2018-19,433,49,47,66,70,71,64,66,0,0,0,0,0,0,0,404,93%,87%
1640,X361,1.5854567086947e-312,The Highbridge Green School,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X285,200 West 167th Street,NY,40.838232,-73.927892,204,16,19300,1.000616346363e-314,BX26,Highbridge,COMMUNITY SCHOOL DISTRICT 09,09X361,The Highbridge Green School,2018-19,378,0,0,0,0,0,0,0,124,131,123,0,0,0,0,366,97%,94%
1641,X362,1.58496684591215e-312,Icahn Charter School 7,321000000000,Charter,General Academic,K-8,X093,1535 STORY AVENUE,NY,40.822522,-73.877274,209,17,2800,1.00617456956268e-314,BX09,Soundview-Castle Hill-Clason Point-Harding Park,OFFICE OF CHARTER SCHOOLS,84X362,Icahn Charter School 7,2018-19,262,0,39,35,37,34,32,33,31,21,0,0,0,0,0,189,72%,65%
1642,X363,1.58595077435042e-312,Academy For Personal Leadership And Excellence,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X115,120 EAST 184 STREET,NY,40.859496,-73.900490,205,14,23703,1.0038030766956e-314,BX40,Fordham South,COMMUNITY SCHOOL DISTRICT 10,10X363,Academy For Personal Leadership And Excellence,2018-19,582,0,0,0,0,0,0,0,165,219,198,0,0,0,0,533,92%,93%
1643,X364,1.58447278029101e-312,South Bronx Classical Charter School II,321000000000,Charter,General Academic,Elementary,X154,333 EAST 135 STREET,NY,40.808194,-73.925459,201,8,2300,9.99484920717991e-315,BX39,Mott Haven-Port Morris,OFFICE OF CHARTER SCHOOLS,84X364,South Bronx Classical Charter School II,2018-19,357,0,68,60,65,44,60,43,17,0,0,0,0,0,0,322,90%,82%
1644,X365,1.58545671365512e-312,Academy for Language and Technology,321000000000,DOE,General Academic,High school,X082,1700 MACOMBS ROAD,NY,40.849416,-73.915217,205,14,21502,1.0022912476769e-314,BX36,University Heights-Morris Heights,,09X365,Academy for Language and Technology,2018-19,324,0,0,0,0,0,0,0,0,0,0,99,88,69,68,324,100%,99%
1645,X367,1.58496264801916e-312,"Archimedes Academy for Math, Science and Technolog",321000000000,DOE,General Academic,Secondary School,X174,456 WHITE PLAINS ROAD,NY,40.815043,-73.856070,209,18,400,1.00531490373803e-314,BX09,Soundview-Castle Hill-Clason Point-Harding Park,COMMUNITY SCHOOL DISTRICT 08,08X367,"Archimedes Academy for Math, Science and Technolog",2018-19,659,0,0,0,0,0,0,0,94,104,103,93,95,82,88,506,77%,83%
1646,X368,1.58595077437513e-312,In-Tech Academy (M.S. / High School 368),321000000000,DOE,General Academic,Secondary School,X368,2975 TIBBETT AVENUE,NY,40.877935,-73.913694,208,11,29302,1.01637244219637e-314,BX29,Spuyten Duyvil-Kingsbridge,COMMUNITY SCHOOL DISTRICT 10,10X368,In-Tech Academy (M.S. / High School 368),2018-19,1022,0,0,0,0,0,0,0,149,155,176,175,167,97,103,878,86%,80%
1647,X369,1.58446857744254e-312,Young Leaders Elementary School,321000000000,DOE,General Academic,Elementary,X040,468 EAST 140 STREET,NY,40.809080,-73.919773,201,8,3900,9.99415767831739e-315,BX39,Mott Haven-Port Morris,COMMUNITY SCHOOL DISTRICT 07,07X369,Young Leaders Elementary School,2018-19,252,43,28,35,33,38,34,41,0,0,0,0,0,0,0,245,97%,95%
1648,X370,1.58644484003085e-312,Leaders of Tomorrow,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X113,3710 BARNES AVENUE,NY,40.880649,-73.860126,212,12,39000,1.01122887050688e-314,BX44,Williamsbridge-Olinville,COMMUNITY SCHOOL DISTRICT 11,11X370,Leaders of Tomorrow,2018-19,429,0,0,0,0,0,0,0,147,143,139,0,0,0,0,390,91%,87%
1649,X371,1.58496264309827e-312,Urban Institute of Mathematics,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X192,650 HOLLYWOOD AVENUE,NY,40.826794,-73.818083,210,13,15800,1.01499858199741e-314,BX52,Schuylerville-Throgs Neck-Edgewater Park,COMMUNITY SCHOOL DISTRICT 08,08X371,Urban Institute of Mathematics,2018-19,378,0,0,0,0,0,0,0,131,120,127,0,0,0,0,277,73%,57%
1650,X374,1.58595077934543e-312,Knowledge and Power Preparatory Academy Internatio,321000000000,DOE,General Academic,High school,X435,500 EAST FORDHAM ROAD,NY,40.859466,-73.888625,206,15,38700,1.00324476028284e-314,BX06,Belmont,,10X374,Knowledge and Power Preparatory Academy Internatio,2018-19,464,0,0,0,0,0,0,0,0,0,0,122,130,107,105,404,87%,84%
1651,X375,1.58496264311803e-312,The Bronx Mathematics Preparatory School,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X174,456 WHITE PLAINS ROAD,NY,40.815043,-73.856070,209,18,400,1.00531490373803e-314,BX09,Soundview-Castle Hill-Clason Point-Harding Park,COMMUNITY SCHOOL DISTRICT 08,08X375,The Bronx Mathematics Preparatory School,2018-19,222,0,0,0,0,0,0,0,70,72,80,0,0,0,0,216,97%,90%
1652,X376,1.58496264806363e-312,Antonia Pantoja Preparatory Academy: A College Boa,321000000000,DOE,General Academic,Secondary School,X450,1980 LAFAYETTE AVENUE,NY,40.821218,-73.855930,209,18,1600,1.00593743682717e-314,BX09,Soundview-Castle Hill-Clason Point-Harding Park,COMMUNITY SCHOOL DISTRICT 08,08X376,Antonia Pantoja Preparatory Academy: A College Boa,2018-19,446,0,0,0,0,0,0,0,69,61,83,53,61,56,63,370,83%,88%
1653,X377,1.58496264806857e-312,Bronx Community High School,321000000000,DOE,Transfer School,High school,X450,1980 LAFAYETTE AVENUE,NY,40.821218,-73.855930,209,18,1600,1.00593743682717e-314,BX09,Soundview-Castle Hill-Clason Point-Harding Park,,08X377,Bronx Community High School,2018-19,184,0,0,0,0,0,0,0,0,0,0,65,67,27,25,155,84%,89%
1654,X378,1.58644904225185e-312,Icahn Charter School 2,321000000000,Charter,General Academic,K-8,X498,1640 BRONXDALE AVE,NY,40.845023,-73.857989,211,13,24400,1.00834351774792e-314,BX37,Van Nest-Morris Park-Westchester Square,OFFICE OF CHARTER SCHOOLS,84X378,Icahn Charter School 2,2018-19,326,0,42,38,38,38,33,31,35,35,36,0,0,0,0,172,53%,55%
1655,X379,1.58446858243261e-312,Jill Chaifetz Transfer High School,321000000000,DOE,Transfer School,High school,X184,778 FOREST AVENUE,NY,40.818703,-73.905389,201,17,7700,1.00124874940155e-314,BX34,Melrose South-Mott Haven North,,07X379,Jill Chaifetz Transfer High School,2018-19,220,0,0,0,0,0,0,0,0,0,0,13,76,73,58,179,81%,88%
1656,X380,1.58496684598132e-312,Success Academy Charter School - Bronx 3,321000000000,Charter,General Academic,Elementary,X145,1000 TELLER AVENUE,NY,40.827438,-73.914067,204,16,17300,1.00010744343175e-314,BX14,East Concourse-Concourse Village,OFFICE OF CHARTER SCHOOLS,84X380,Success Academy Charter School - Bronx 3,2018-19,642,0,91,92,89,90,94,139,47,0,0,0,0,0,0,530,83%,83%
1657,X381,1.58446858244249e-312,Bronx Haven High School,321000000000,DOE,Transfer School,High school,X600,333 EAST 151 STREET,NY,40.818645,-73.919949,201,17,6700,1.00004322527317e-314,BX34,Melrose South-Mott Haven North,,07X381,Bronx Haven High School,2018-19,167,0,0,0,0,0,0,0,0,0,0,25,52,46,44,135,81%,88%
1658,X382,1.5859507744443e-312,"Elementary School for Math, Science, and Technolog",321000000000,DOE,General Academic,Elementary,X079,125 EAST 181 STREET,NY,40.855337,-73.903139,205,14,23704,1.00379317314973e-314,BX40,Fordham South,COMMUNITY SCHOOL DISTRICT 10,10X382,"Elementary School for Math, Science, and Technolog",2018-19,278,0,44,38,42,54,46,54,0,0,0,0,0,0,0,266,96%,97%
1659,X383,1.58693890574092e-312,Emolior Academy,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X167,1970 WEST FARMS ROAD,NY,40.839297,-73.879931,206,17,6000,1.00305703361785e-314,BX75,Crotona Park East,COMMUNITY SCHOOL DISTRICT 12,12X383,Emolior Academy,2018-19,328,0,0,0,0,0,0,0,125,99,104,0,0,0,0,295,90%,90%
1660,X386,1.58595077446406e-312,School for Environmental Citizenship,321000000000,DOE,General Academic,Elementary,X079,125 EAST 181 STREET,NY,40.855337,-73.903139,205,14,23704,1.00379317314973e-314,BX40,Fordham South,COMMUNITY SCHOOL DISTRICT 10,10X386,School for Environmental Citizenship,2018-19,604,71,89,87,78,95,86,98,0,0,0,0,0,0,0,592,98%,97%
1661,X387,1.58447278018726e-312,Brilla College Prep Charter School,321000000000,Charter,General Academic,Elementary,XAEJ,413 EAST 144 STREET,NY,40.812804,-73.919316,201,8,4300,9.99440491370723e-315,BX39,Mott Haven-Port Morris,OFFICE OF CHARTER SCHOOLS,84X387,Brilla College Prep Charter School,2018-19,569,0,75,86,85,88,88,80,67,0,0,0,0,0,0,509,90%,86%
1662,X388,1.58693891070628e-312,Pan American International High School at Monroe,321000000000,DOE,General Academic,High school,X420,1300 BOYNTON AVENUE,NY,40.832508,-73.878191,209,18,5600,1.00722198873186e-314,BX08,West Farms-Bronx River,,12X388,Pan American International High School at Monroe,2018-19,444,0,0,0,0,0,0,0,0,0,0,128,101,163,52,439,99%,99%
1663,X389,1.58447277969813e-312,Bronx Global Learning Institute for Girls Charter,321000000000,Charter,General Academic,K-8,X156,750 CONCOURSE VILLAGE WEST,NY,40.823014,-73.922527,204,17,6100,1.00020135444158e-314,BX14,East Concourse-Concourse Village,OFFICE OF CHARTER SCHOOLS,84X389,Bronx Global Learning Institute for Girls Charter,2018-19,431,0,48,46,51,54,48,53,42,44,45,0,0,0,0,384,89%,84%
1664,X390,1.58595077448382e-312,M.S. 390,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X026,1930 ANDREWS AVENUE,NY,40.854335,-73.913016,205,14,24502,1.00402044384088e-314,BX36,University Heights-Morris Heights,COMMUNITY SCHOOL DISTRICT 10,10X390,M.S. 390,2018-19,539,0,0,0,0,0,0,0,168,190,181,0,0,0,0,513,95%,93%
1665,X391,1.58595077448876e-312,The Angelo Patri Middle School,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X137,2225 WEBSTER AVENUE,NY,40.854257,-73.897404,205,15,37900,1.00365979617611e-314,BX41,Mount Hope,COMMUNITY SCHOOL DISTRICT 10,10X391,The Angelo Patri Middle School,2018-19,475,0,0,0,0,0,0,0,150,173,152,0,0,0,0,432,91%,95%
1666,X392,1.58496264320202e-312,Bronx Delta School,321000000000,DOE,General Academic,Elementary,X192,650 HOLLYWOOD AVENUE,NY,40.826794,-73.818083,210,13,15800,1.01499858199741e-314,BX52,Schuylerville-Throgs Neck-Edgewater Park,COMMUNITY SCHOOL DISTRICT 08,08X392,Bronx Delta School,2018-19,339,48,71,77,56,54,33,0,0,0,0,0,0,0,0,246,73%,60%
1667,X393,1.58447277972284e-312,University Prep Charter High School,321000000000,Charter,General Academic,High school,X162,600 SAINT ANN'S AVENUE,NY,40.814857,-73.912038,201,17,7300,1.00105604947177e-314,BX34,Melrose South-Mott Haven North,OFFICE OF CHARTER SCHOOLS,84X393,University Prep Charter High School,2018-19,433,0,0,0,0,0,0,0,0,0,0,114,113,99,107,377,87%,78%
1668,X394,1.58447277974754e-312,Mott Haven Academy Charter School,321000000000,Charter,General Academic,K-8,XASK,170 BROWN PLACE,NY,40.806389,-73.921150,201,8,2500,0,BX39,Mott Haven-Port Morris,OFFICE OF CHARTER SCHOOLS,84X394,Mott Haven Academy Charter School,2018-19,451,36,53,49,52,53,51,51,55,51,0,0,0,0,0,433,96%,94%
1669,X395,1.58447277975248e-312,"NYC Charter High School for Architecture, Engineer",321000000000,Charter,General Academic,High school,XAEU,838 BROOK AVENUE,NY,40.821682,-73.910421,201,17,7100,9.99791280449598e-315,BX34,Melrose South-Mott Haven North,OFFICE OF CHARTER SCHOOLS,84X395,"NYC Charter High School for Architecture, Engineer",2018-19,443,0,0,0,0,0,0,0,0,0,0,139,110,94,100,414,94%,83%
1670,X396,1.58595077451347e-312,P.S. 396,321000000000,DOE,General Academic,Elementary,X026,1930 ANDREWS AVENUE,NY,40.854335,-73.913016,205,14,24502,1.00402044384088e-314,BX36,University Heights-Morris Heights,COMMUNITY SCHOOL DISTRICT 10,10X396,P.S. 396,2018-19,291,36,39,44,37,38,47,50,0,0,0,0,0,0,0,271,93%,92%
1671,X397,1.58595077945906e-312,English Language Learners and International Suppor,321000000000,DOE,Transfer School,High school,X475,99 TERRACE VIEW AVENUE,NY,40.877379,-73.912686,208,10,30900,5.05009239421882e-315,MN01,Marble Hill-Inwood,,10X397,English Language Learners and International Suppor,2018-19,309,0,0,0,0,0,0,0,0,0,0,83,71,91,64,266,86%,98%
1672,X398,1.58595497663072e-312,Bronx Community Charter School,321000000000,Charter,General Academic,K-8,XAUT,3170 WEBSTER AVENUE,NY,40.872455,-73.875451,207,11,42500,0,BX43,Norwood,OFFICE OF CHARTER SCHOOLS,84X398,Bronx Community Charter School,2018-19,508,0,52,52,53,50,76,74,52,51,48,0,0,0,0,445,88%,80%
1673,X403,1.58545671384287e-312,Bronx International High School,321000000000,DOE,General Academic,High school,X400,1110 BOSTON ROAD,NY,40.827455,-73.903920,203,16,13500,1.00114498128802e-314,BX35,Morrisania-Melrose,,09X403,Bronx International High School,2018-19,418,0,0,0,0,0,0,0,0,0,0,90,120,104,104,373,89%,99%
1674,X404,1.58545671384781e-312,School for Excellence,321000000000,DOE,General Academic,High school,X400,1110 BOSTON ROAD,NY,40.827455,-73.903920,203,16,13500,1.00114498128802e-314,BX35,Morrisania-Melrose,,09X404,School for Excellence,2018-19,326,0,0,0,0,0,0,0,0,0,0,73,89,83,81,284,87%,92%
1675,X405,1.58496264820691e-312,Herbert H. Lehman High School,321000000000,DOE,General Academic,High school,X405,3000 EAST TREMONT AVENUE,NY,40.839775,-73.839583,210,13,19400,1.01465273604532e-314,BX52,Schuylerville-Throgs Neck-Edgewater Park,,08X405,Herbert H. Lehman High School,2018-19,794,0,0,0,0,0,0,0,0,0,0,361,183,132,118,615,78%,77%
1676,X407,1.58447277938687e-312,Bronx Charter School for Children,321000000000,Charter,General Academic,Elementary,XAFR,388 WILLIS AVENUE,NY,40.812640,-73.919913,201,8,4100,9.994355171178e-315,BX39,Mott Haven-Port Morris,OFFICE OF CHARTER SCHOOLS,84X407,Bronx Charter School for Children,2018-19,419,0,62,72,73,71,70,71,0,0,0,0,0,0,0,388,93%,90%
1677,X412,1.58545671388733e-312,Bronx High School of Business,321000000000,DOE,General Academic,High school,X410,240 EAST 172 STREET,NY,40.839307,-73.911366,204,16,22500,1.00204912191397e-314,BX14,East Concourse-Concourse Village,,09X412,Bronx High School of Business,2018-19,275,0,0,0,0,0,0,0,0,0,0,118,74,40,43,256,93%,95%
1678,X413,1.58545671389227e-312,Bronx High School for Medical Science,321000000000,DOE,General Academic,Secondary School,X410,240 EAST 172 STREET,NY,40.839307,-73.911366,204,16,22500,1.00204912191397e-314,BX14,East Concourse-Concourse Village,,09X413,Bronx High School for Medical Science,2018-19,419,0,0,0,0,0,0,0,51,56,45,74,72,81,40,341,81%,89%
1679,X418,1.58644484520866e-312,Bronx High School for the Visual Arts,321000000000,DOE,General Academic,High school,X839,2040 ANTIN PL,NY,40.851577,-73.864438,211,13,22800,1.00932673160423e-314,BX49,Pelham Parkway,,11X418,Bronx High School for the Visual Arts,2018-19,461,0,0,0,0,0,0,0,0,0,0,155,129,89,88,361,78%,78%
1680,X419,1.58546091097993e-312,Bronx Academy of Promise Charter School,321000000000,Charter,General Academic,K-8,XAUV,1349 INWOOD AVENUE,NY,40.839503,-73.919597,204,16,21900,0,BX26,Highbridge,OFFICE OF CHARTER SCHOOLS,84X419,Bronx Academy of Promise Charter School,2018-19,599,0,62,69,66,68,70,66,68,66,64,0,0,0,0,562,94%,85%
1681,X422,1.58644904229138e-312,Icahn Charter School 3,321000000000,Charter,General Academic,K-8,XAGA,1500 PELHAM PARKWAY SOUTH,NY,40.856531,-73.843013,211,13,29600,1.00899074572024e-314,BX49,Pelham Parkway,OFFICE OF CHARTER SCHOOLS,84X422,Icahn Charter School 3,2018-19,320,0,40,40,40,41,40,31,31,31,26,0,0,0,0,259,81%,58%
1682,X424,1.58496264336012e-312,The Hunts Point School,321000000000,DOE,General Academic,Junior High-Intermediate-Middle,X074,730 BRYANT AVENUE,NY,40.815827,-73.885284,202,17,11700,1.0017824633214e-314,BX27,Hunts Point,COMMUNITY SCHOOL DISTRICT 08,08X424,The Hunts Point School,2018-19,300,0,0,0,0,0,0,0,93,103,104,0,0,0,0,273,91%,95%
1683,X427,1.58446858266976e-312,Community School for Social Justice,321000000000,DOE,General Academic,High school,X884,350 GERARD AVENUE,NY,40.815712,-73.929960,201,8,6300,9.99712237851314e-315,BX63,West Concourse,,07X427,Community School for Social Justice,2018-19,327,0,0,0,0,0,0,0,0,0,0,117,92,59,59,294,90%,92%
1684,X429,1.58595497737181e-312,Charter High School for Law and Social Justice,321000000000,Charter,General Academic,High school,XABN,1960 UNIVERSITY AVENUE,NY,40.853728,-73.911708,205,14,24300,1.00230114924651e-314,BX36,University Heights-Morris Heights,OFFICE OF CHARTER SCHOOLS,84X429,Charter High School for Law and Social Justice,2018-19,425,0,0,0,0,0,0,0,0,0,0,100,130,96,99,327,77%,82%
1685,X432,1.5849626483403e-312,Bronx Bridges High School,321000000000,DOE,General Academic,High school,X450,1980 LAFAYETTE AVENUE,NY,40.821218,-73.855930,209,18,1600,1.00593743682717e-314,BX09,Soundview-Castle Hill-Clason Point-Harding Park,,08X432,Bronx Bridges High School,2018-19,329,0,0,0,0,0,0,0,0,0,0,70,91,88,80,266,81%,98%
1686,X433,1.58595077963693e-312,High School for Teaching and the Professions,321000000000,DOE,General Academic,High school,X430,2780 RESERVOIR AVENUE,NY,40.869061,-73.897066,207,11,40900,1.00417363778755e-314,BX28,Van Cortlandt Village,,10X433,High School for Teaching and the Professions,2018-19,414,0,0,0,0,0,0,0,0,0,0,119,105,110,80,359,87%,93%
1687,X434,1.58595077964187e-312,Belmont Preparatory High School,321000000000,DOE,General Academic,High school,X435,500 EAST FORDHAM ROAD,NY,40.859466,-73.888625,206,15,38700,1.00324476028284e-314,BX06,Belmont,,10X434,Belmont Preparatory High School,2018-19,390,0,0,0,0,0,0,0,0,0,0,132,103,77,78,329,84%,84%
1688,X437,1.58595077965669e-312,Fordham High School for the Arts,321000000000,DOE,General Academic,High school,X435,500 EAST FORDHAM ROAD,NY,40.859466,-73.888625,206,15,38700,1.00324476028284e-314,BX06,Belmont,,10X437,Fordham High School for the Arts,2018-19,319,0,0,0,0,0,0,0,0,0,0,90,96,71,62,285,89%,80%
1689,X438,1.58595077966163e-312,Fordham Leadership Academy,321000000000,DOE,General Academic,High school,X435,500 EAST FORDHAM ROAD,NY,40.859466,-73.888625,206,15,38700,1.00324476028284e-314,BX06,Belmont,,10X438,Fordham Leadership Academy,2018-19,352,0,0,0,0,0,0,0,0,0,0,123,101,70,58,290,82%,89%
1690,X439,1.58595077966657e-312,Bronx High School for Law and Community Service,321000000000,DOE,General Academic,High school,X435,500 EAST FORDHAM ROAD,NY,40.859466,-73.888625,206,15,38700,1.00324476028284e-314,BX06,Belmont,,10X439,Bronx High School for Law and Community Service,2018-19,402,0,0,0,0,0,0,0,0,0,0,121,108,89,84,361,90%,88%
1691,X440,1.58595077967151e-312,DeWitt Clinton High School,321000000000,DOE,General Academic,High school,X440,100 WEST MOSHOLU PARKWAY SOUTH,NY,40.879958,-73.889011,207,11,40900,1.00419346513599e-314,BX28,Van Cortlandt Village,,10X440,DeWitt Clinton High School,2018-19,1119,0,0,0,0,0,0,0,0,0,0,380,260,264,215,882,79%,83%
1692,X442,1.58595077968139e-312,"Celia Cruz Bronx High School of Music, The",321000000000,DOE,General Academic,High school,X430,2780 RESERVOIR AVENUE,NY,40.869061,-73.897066,207,11,40900,1.00417363778755e-314,BX28,Van Cortlandt Village,,10X442,"Celia Cruz Bronx High School of Music, The",2018-19,421,0,0,0,0,0,0,0,0,0,0,130,107,92,92,366,87%,78%
1693,X443,1.58545670909984e-312,The Family School,321000000000,DOE,General Academic,Elementary,X090,1116 SHERIDAN AVENUE,NY,40.831873,-73.917526,204,16,18102,1.00026559335092e-314,BX14,East Concourse-Concourse Village,COMMUNITY SCHOOL DISTRICT 09,09X443,The Family School,2018-19,555,36,97,96,84,82,82,78,0,0,0,0,0,0,0,510,92%,95%
1694,X445,1.58595077969621e-312,The Bronx High School of Science,321000000000,DOE,General Academic,High school,X445,75 WEST 205 STREET,NY,40.879958,-73.889011,207,11,40900,1.00419346513599e-314,BX28,Van Cortlandt Village,,10X445,The Bronx High School of Science,2018-19,3016,0,0,0,0,0,0,0,0,0,0,759,757,756,744,1266,42%,38%
