,LON,LAT,TOT_ENRO
863,40.723911,-74.004692,302
864,40.786134,-73.974483,788
865,40.780652,-73.947856,431
866,40.850683,-73.934676,233
867,40.757626,-73.98346,443
868,40.756089,-73.984381,237
869,40.735361,-73.987064,414
870,40.736416,-73.995731,457
871,40.719416,-73.979581,1754
872,40.8185,-73.949929,1503
873,40.774891,-73.985608,441
874,40.765474,-73.9927,532
875,40.717329,-73.989329,426
876,40.767848,-73.98861,319
877,40.717329,-73.989329,402
878,40.735361,-73.987064,459
879,40.74182,-74.000238,422
880,40.689493,-74.018941,533
881,40.8381,-73.9383,521
882,40.793649,-73.948488,508
883,40.729052,-74.006155,602
884,40.765638,-73.959777,147
885,40.747425,-73.990562,285
886,40.732699,-73.984333,711
887,40.705688,-74.013303,429
888,40.729661,-73.992343,63
889,40.745677,-73.996354,1577
890,40.743407,-74.00254,245
891,40.792932,-73.947171,480
892,40.72463,-74.005058,451
893,40.759248,-73.967204,1478
894,40.722415,-73.990468,187
895,40.783286,-73.945933,425
896,40.815237,-73.944299,560
897,40.791966,-73.946879,313
898,40.820208,-73.950354,491
899,40.718276,-73.976093,615
900,40.802096,-73.951357,220
901,40.795404,-73.944449,283
902,40.790932,-73.943904,520
903,40.705605,-74.015837,503
904,40.801547,-73.935335,956
905,40.821208,-73.941111,886
906,40.729052,-74.006155,198
907,40.810793,-73.955722,1006
908,40.725892,-73.987791,234
909,40.78633,-73.979217,367
910,40.794184,-73.932868,240
911,40.72313,-73.981597,362
912,40.775256,-73.982976,314
913,40.80261,-73.954152,362
914,40.806055,-73.948385,365
915,40.802653,-73.965949,428
916,40.705688,-74.013303,385
917,40.753099,-73.997641,175
918,40.785559,-73.940919,483
919,40.769798,-73.894108,564
920,40.7417,-73.778118,410
921,40.737405,-73.888133,1788
922,40.739644,-73.882446,1375
