,LON,LAT,TOT_ENRO
1794,40.874035,-73.831669,406
1795,40.832508,-73.878191,110
1796,40.857932,-73.903764,188
1797,40.818645,-73.919949,455
1798,40.850089,-73.850735,90
1799,40.888351,-73.862924,106
1800,40.809462,-73.924847,176
1801,40.820858,-73.905097,106
1802,40.815712,-73.92996,497
1803,40.831212,-73.885804,471
1804,40.841376,-73.875262,463
1805,40.838151,-73.866038,311
1806,40.874725,-73.895543,411
1807,40.839072,-73.900123,700
1808,40.822574,-73.92114,1060
1809,40.840262,-73.918665,272
1810,40.832328,-73.905771,681
1811,40.838654,-73.904703,331
1812,40.884371,-73.839288,564
1813,40.842725,-73.839114,536
1814,40.88298,-73.831856,480
1815,40.821815,-73.886477,430
1816,40.811051,-73.909363,525
1817,40.830552,-73.886798,634
