BLD_CODE,SCH_NAME,TYPE,TOTAL_BUDGET,NOR_DATA
M916,TEACHER'S COLLEGE COMMUNITY SC,OTHER,298424,201
M916,TEACHERS COLLEGE COMMUNITY SC,OTHER,100000,67
M918,P.S./I.S. 278 - MANHATTAN,OTHER,125000,84
M920,SATELLITE ACADEMY - M,OTHER,81644,55
M932,P.S. 859 - MANHATTAN,OTHER,842333,566
M933,CITY KNOLL MIDDLE SCHOOL,OTHER,88515,60
M970,THURGOOD MARSHALL ACADEMY - M,OTHER,116519,78
M970,THURGOOD MARSHALL ACADEMY - MA,OTHER,29096,20
M971,M094 SPED - MANHATTAN,OTHER,99249,67
MJJC,M000 - MANHATTAN,OTHER,1028135,691
Q002,P.S. 2 - QUEENS,OTHER,48433819,32571
Q003,P.S. 303 - QUEENS,OTHER,80879043,54391
Q005,I.S. 5 - QUEENS,OTHER,7483200,5032
Q005,Q009 SPED - QUEENS,OTHER,35000,24
Q007,P.S. 7 - QUEENS,OTHER,11595495,7798
Q007,Q255 SPED - QUEENS,OTHER,135000,91
Q008,J.H.S. 8 - QUEENS,OTHER,1102333,741
Q008,THE EMERSON SCHOOL - QUEENS,OTHER,189174,127
Q008,YORK EARLY COLLEGE ACADEMY - Q,OTHER,593019,399
Q009,Q009 SPED - QUEENS,FLOOD,12612626,8482
Q009,Q009 SPED - QUEENS,OTHER,2014149,1355
Q010,I.S. 10 - QUEENS,OTHER,863765,581
Q011,P.S. 11 - QUEENS,OTHER,280191,188
Q012,P.S. 12 - QUEENS,OTHER,313606,211
Q013,P.S. 13 - QUEENS,OTHER,627940,422
Q014,P.S. 14 - QUEENS,OTHER,927832,624
Q015,P.S. 15 - QUEENS,OTHER,833113,560
Q017,P.S. 17 - QUEENS,OTHER,293296,197
Q018,P.S. 18 - QUEENS,OTHER,120000,81
Q019,P.S. 19 - QUEENS,OTHER,280606,189
Q020,P.S. 20 - QUEENS,FLOOD,7213757,4851
Q020,P.S. 20 - QUEENS,OTHER,6887366,4632
Q021,P.S. 21 - QUEENS,OTHER,316013,213
Q022,P.S. 22 - QUEENS,FLOOD,3319890,2233
Q022,P.S. 22 - QUEENS,OTHER,3778309,2541
Q023,QUEENS ACADEMY HIGH SCHOOL - Q,OTHER,544758,366
Q024,P.S. 24 - QUEENS,OTHER,556042,374
Q025,J.H.S. 25 - QUEENS,OTHER,1622171,1091
Q025,WORLD JOURNALISM PREPARATORY-Q,OTHER,440864,296
Q026,P.S. 26 - QUEENS,OTHER,8460625,5690
Q028,P.S. 28 - QUEENS,OTHER,300000,202
Q029,P.S. 29 - QUEENS,FLOOD,1946285,1309
Q029,P.S. 29 - QUEENS,OTHER,84730,57
Q030,P.S. 354 - QUEENS,OTHER,4889563,3288
Q031,P.S. 31 - QUEENS,OTHER,17201978,11568
Q032,P.S. 32 - QUEENS,OTHER,1638089,1102
Q033,P.S. 33 - QUEENS,OTHER,1912016,1286
Q034,P.S. 34 - QUEENS,OTHER,3561632,2395
Q035,P.S. 35 - QUEENS,OTHER,1186385,798
Q036,P.S. 36 - QUEENS,OTHER,7193016,4837
Q037,P.S. 37 - QUEENS,FLOOD,17220853,11581
Q037,P.S. 37 - QUEENS,OTHER,8788732,5910
Q038,P.S. 38 - QUEENS,OTHER,1184732,797
Q040,P.S. 40 - QUEENS,FLOOD,11130411,7485
Q040,P.S. 40 - QUEENS,OTHER,182000,122
Q041,P.S. 41 - QUEENS,OTHER,56553268,38032
Q041,Q993 SPED - QUEENS,OTHER,35000,24
Q045,P.S. 45 - QUEENS,FLOOD,13409105,9018
Q045,P.S. 45 - QUEENS,OTHER,372091,250
Q046,P.S. 46 - QUEENS,OTHER,73783916,49619
Q048,Q075 SPED - QUEENS,OTHER,739257,497
Q048,Q075 SPED - QUEENS,ROOF,5406367,3636
Q049,P.S. 49 - QUEENS,OTHER,397540,267
Q050,P.S. 50 - QUEENS,OTHER,253000,170
Q051,P.S. 51 - QUEENS,OTHER,49183,33
Q052,P.S. 52 - QUEENS,OTHER,871481,586
Q053,I.S. 319 - QUEENS,OTHER,3926036,2640
Q053,I.S. 53 - QUEENS,FLOOD,19168787,12891
Q053,I.S. 53 - QUEENS,OTHER,15011342,10095
Q054,P.S. 54 - QUEENS,OTHER,673552,453
Q055,P.S. 55 - QUEENS,OTHER,6822570,4588
Q056,P.S. 56 - QUEENS,OTHER,1687677,1135
Q058,P.S. 58 - QUEENS,OTHER,1148037,772
Q058,Q009 SPED - QUEENS,OTHER,35000,24
Q059,I.S. 59 - QUEENS,OTHER,1532101,1030
Q060,P.S. 60 - QUEENS,OTHER,100000,67
Q061,I.S. 61 - QUEENS,OTHER,184735,124
Q061,I.S. 61 - QUEENS,ROOF,6513317,4380
Q062,P.S. 62 - QUEENS,OTHER,553636,372
Q063,P.S. 63 - QUEENS,OTHER,5500,4
Q064,P.S. 64 - QUEENS,OTHER,8043368,5409
Q066,P.S. 66 - QUEENS,OTHER,36713930,24690
Q067,J.H.S. 67 - QUEENS,FLOOD,2084811,1402
Q067,J.H.S. 67 - QUEENS,OTHER,585008,393
Q068,P.S. 68 - QUEENS,OTHER,1740118,1170
Q069,P.S. 69 - QUEENS,FLOOD,3649456,2454
Q069,P.S. 69 - QUEENS,OTHER,2697576,1814
Q070,P.S. 70 - QUEENS,OTHER,159175,107
Q071,P.S. 71 - QUEENS,OTHER,1810505,1218
Q071,P.S. 71 - QUEENS,ROOF,8585678,5774
Q072,J.H.S. 72 - QUEENS,OTHER,3200112,2152
Q072,REDWOOD MIDDLE SCHOOL,OTHER,185000,124
Q073,I.S. 73 - QUEENS,OTHER,15892324,10688
Q074,I.S. 74 - QUEENS,OTHER,352385,237
Q075,Q075 SPED - QUEENS,FLOOD,10161288,6833
Q075,Q075 SPED - QUEENS,OTHER,49621,33
Q076,P.S. 76 - QUEENS,OTHER,1128549,759
Q079,P.S. 79 - QUEENS,OTHER,25551221,17183
Q080,P.S. 80 - QUEENS,OTHER,1283050,863
Q081,P.S. 81 - QUEENS,OTHER,2237589,1505
Q082,P.S. 82 - QUEENS,OTHER,459320,309
Q082,P.S. 82 - QUEENS,ROOF,4549374,3059
Q084,P.S. 84 - QUEENS,OTHER,756461,509
Q085,P.S. 85 - QUEENS,OTHER,1391242,936
Q086,P.S. 86 - QUEENS,OTHER,1449762,975
Q087,P.S. 87 - QUEENS,OTHER,2589902,1742
Q088,P.S. 88 - QUEENS,OTHER,2869834,1930
Q089,P.S. 89 - QUEENS,OTHER,1870150,1258
Q090,P.S. 90 - QUEENS,OTHER,1424302,958
Q091,P.S. 91 - QUEENS,OTHER,974564,655
Q093,I.S. 93 - QUEENS,OTHER,633648,426
Q093,I.S. 93 - QUEENS,ROOF,21290080,14317
Q094,P.S. 94 - QUEENS,OTHER,605595,407
Q095,P.S. 95 - QUEENS,OTHER,1221915,822
Q096,P.S. 96 - QUEENS,OTHER,299305,201
Q097,P.S. 97 - QUEENS,OTHER,507670,341
Q099,P.S. 99 - QUEENS,OTHER,35000,24
Q099,P.S. 99 - QUEENS,PENET,3951958,2658
Q100,P.S. 100 - QUEENS,OTHER,1157678,779
Q101,P.S. 101 - QUEENS,OTHER,129149,87
Q102,P.S. 102 - QUEENS,FLOOD,14737800,9911
Q102,P.S. 102 - QUEENS,OTHER,507292,341
Q104,P.S. 104 - QUEENS,OTHER,10230599,6880
Q107,P.S. 107 - QUEENS,OTHER,122471,82
Q108,P.S. 108 - QUEENS,FLOOD,28479420,19152
Q108,P.S. 108 - QUEENS,OTHER,1195774,804
Q109,I.S. 109 - QUEENS,OTHER,279065,188
Q112,P.S. 112 - QUEENS,OTHER,2337274,1572
Q112,P.S. 112 - QUEENS,ROOF,7180101,4829
Q113,P.S. 113 - QUEENS,OTHER,275000,185
Q115,P.S. 115 - QUEENS,OTHER,7605105,5114
Q116,P.S. 116 - QUEENS,OTHER,1374999,925
Q117,P.S. 117 - QUEENS,OTHER,1032615,694
Q118,P.S. 118 - QUEENS,OTHER,149839,101
Q119,I.S. 119 - QUEENS,OTHER,530934,357
Q119,I.S. 119 - QUEENS,ROOF,592381,398
Q120,P.S. 120 - QUEENS,OTHER,134735,91
Q121,P.S. 121 - QUEENS,OTHER,1308289,880
Q121,P.S. 121 - QUEENS,ROOF,18349623,12340
Q122,P.S. 122 - QUEENS,OTHER,2063060,1387
Q123,P.S. 123 - QUEENS,OTHER,3489275,2347
Q124,P.S. 124 - QUEENS,OTHER,6822623,4588
Q125,I.S. 125 - QUEENS,OTHER,175000,118
Q127,P.S. 127 - QUEENS,OTHER,467329,314
Q129,P.S. 129 - QUEENS,OTHER,55597652,37389
Q130,P.S. 130 - QUEENS,OTHER,262036,176
Q131,P.S. 131 - QUEENS,OTHER,57192930,38462
Q131,P.S. 131 - QUEENS,ROOF,6866576,4618
Q132,P.S. 132 - QUEENS,FLOOD,5841533,3928
Q132,P.S. 132 - QUEENS,OTHER,2008846,1351
Q133,P.S. 133 - QUEENS,OTHER,3129308,2104
Q134,P.S. 134 - QUEENS,OTHER,169464,114
Q135,P.S. 135 - QUEENS,OTHER,170454,115
Q136,P.S. 136 - QUEENS,OTHER,392776,264
Q137,M.S. 137 - QUEENS,OTHER,916036,616
Q138,P.S. 138 - QUEENS,OTHER,718780,483
Q139,P.S. 139 - QUEENS,OTHER,1067427,718
Q139,P.S. 139 - QUEENS,ROOF,2286161,1537
Q140,P.S. 140 - QUEENS,OTHER,266558,179
Q141,I.S. 141 - QUEENS,OTHER,1829393,1230
Q142,J.H.S. 142,OTHER,69603,47
Q142,Q752 SPED - QUEENS,OTHER,140000,94
Q143,P.S. 143 - QUEENS,OTHER,105225650,70764
Q144,P.S. 144 - QUEENS,OTHER,65527561,44067
Q145,I.S. 145 - QUEENS,OTHER,9458577,6361
Q147,P.S. 147 - QUEENS,OTHER,1102016,741
Q148,P.S. 148 - QUEENS,FLOOD,5514300,3708
Q148,P.S. 148 - QUEENS,OTHER,1406427,946
Q149,P.S. 149 - QUEENS,OTHER,1234862,830
Q150,P.S. 150 - QUEENS,OTHER,1159499,780
Q151,P.S. 151 - QUEENS,OTHER,5935029,3991
Q152,P.S. 152 - QUEENS,OTHER,204722,138
Q153,P.S. 153 - QUEENS,OTHER,214135,144
Q153,P.S. 153 - QUEENS,ROOF,4339932,2919
Q154,P.S. 154 - QUEENS,OTHER,446566,300
Q155,P.S. 155 - QUEENS,FLOOD,15138550,10181
Q155,P.S. 155 - QUEENS,OTHER,2158392,1452
Q156,P.S. 156 - QUEENS,OTHER,4582604,3082
Q156,QUEENS UNITED MIDDLE SCHOOL,OTHER,198498,133
Q157,J.H.S. 157 - QUEENS,OTHER,1009781,679
Q158,J.H.S. 158 - QUEENS,OTHER,1978645,1331
Q158,Q224 SPED - QUEENS,OTHER,34738,23
Q159,P.S. 159 - QUEENS,FLOOD,1520615,1023
Q159,P.S. 159 - QUEENS,OTHER,1220499,821
Q160,P.S. 160 - QUEENS,FLOOD,11337830,7625
Q160,P.S. 160 - QUEENS,OTHER,319333,215
Q161,P.S. 161 - QUEENS,OTHER,175340,118
Q161,Q004 SPED - QUEENS,OTHER,75000,50
Q162,P.S. 162 - QUEENS,OTHER,7487998,5036
Q163,P.S. 163 - QUEENS,OTHER,701705,472
Q164,P.S. 164 - QUEENS,OTHER,379875,255
Q165,P.S. 165 - QUEENS,OTHER,369350,248
Q166,P.S. 166 - QUEENS,OTHER,191260,129
Q168,I.S. 250 - QUEENS,OTHER,34509,23
Q168,Q255 SPED - QUEENS,OTHER,523463,352
Q168,THE QUEENS SCHOOL OF INQUIRY-Q,OTHER,116064,78
Q168,THE QUEENS SCHOOL OF INQUIRY-Q,ROOF,683942,460
Q169,I.S. 294 - QUEENS,OTHER,100000,67
Q169,P.S. 169 - QUEENS,OTHER,83388346,56078
Q172,J.H.S. 172 - QUEENS,OTHER,276678,186
Q173,P.S. 173 - QUEENS,OTHER,653822,440
Q174,P.S. 174 - QUEENS,OTHER,1439139,968
Q175,P.S. 175 - QUEENS,OTHER,3014146,2027
Q176,P.S. 176 - QUEENS,OTHER,7148994,4808
Q177,Q177 SPED - QUEENS,FLOOD,6529954,4391
Q177,Q177 SPED - QUEENS,OTHER,11118711,7477
Q178,P.S. 178 - QUEENS,OTHER,240000,161
Q179,Q004 SPED - QUEENS,OTHER,737307,496
Q181,P.S. 181 - QUEENS,OTHER,429532,289
Q184,P.S. 184 - QUEENS,OTHER,474572,319
Q185,J.H.S. 185 - QUEENS,OTHER,864241,581
Q186,P.S. 186 - QUEENS,OTHER,34735,23
Q186,Q224 SPED - QUEENS,OTHER,300869,202
Q188,P.S. 188 - QUEENS,OTHER,1359999,915
Q189,J.H.S. 189 - QUEENS,OTHER,100000,67
Q189,THE FLUSHING INTERNATIONAL HS,OTHER,191177,129
Q189,THE FLUSHING INTERNATIONAL HS,ROOF,180036,121
Q190,J.H.S. 190 - QUEENS,OTHER,456075,307
Q190,J.H.S. 190 - QUEENS,ROOF,2866177,1927
Q191,P.S. 191 - QUEENS,FLOOD,8451819,5684
Q191,P.S. 191 - QUEENS,OTHER,1112582,748
Q191,Q993 SPED - QUEENS,OTHER,155000,104
Q192,I.S. 192 - QUEENS,OTHER,75000,50
Q192,PATHWAYS COLL. PREP SCHOOL - Q,OTHER,220000,148
Q193,P.S. 193 - QUEENS,OTHER,12581346,8461
Q194,J.H.S. 194 - QUEENS,OTHER,9388809,6314
Q196,P.S. 196 - QUEENS,OTHER,43744573,29418
Q199,P.S. 199 - QUEENS,OTHER,10921097,7344
Q200,P.S. 200 - QUEENS,OTHER,690938,465
Q201,P.S. 201 - QUEENS,OTHER,8076002,5431
Q202,HS OF COMMN. ARTS & TECH - QUE,OTHER,14386,10
Q202,I.S. 202 - QUEENS,OTHER,166057,112
Q203,P.S. 203 - QUEENS,OTHER,4447791,2991
Q204,ENERGY TECH HIGH SCHOOL,OTHER,105000,71
Q204,I.S. 204 - QUEENS,OTHER,921418,620
Q205,P.S. 205 - QUEENS,FLOOD,18089001,12165
Q205,P.S. 205 - QUEENS,OTHER,358204,241
Q206,P.S. 206 - QUEENS,OTHER,67411278,45334
Q208,P.S./I.S. 208 - QUEENS,OTHER,266227,179
Q209,P.S. 209 - QUEENS,OTHER,441777,297
Q209,Q009 SPED - QUEENS,OTHER,85000,57
Q210,I.S. 210 - QUEENS,OTHER,722002,486
Q212,P.S. 212 - QUEENS,OTHER,215000,145
Q213,P.S. 213 - QUEENS,OTHER,2428635,1633
Q214,P.S. 214 - QUEENS,OTHER,480845,323
Q215,P.S. 362 - QUEENS,OTHER,300000,202
Q216,J.H.S. 216 - QUEENS,OTHER,10952178,7365
Q216,J.H.S. 216 - QUEENS,ROOF,15050073,10121
Q217,I.S. 217 - QUEENS,OTHER,8247397,5546
Q219,P.S. 219 - QUEENS,OTHER,865151,582
Q219,P.S. 219 - QUEENS,ROOF,5326495,3582
Q220,P.S. 220 - QUEENS,OTHER,449629,302
Q221,P.S. 221 - QUEENS,OTHER,650000,437
Q222,P.S. 222 - QUEENS,OTHER,999999,672
Q223,P.S. 223,OTHER,6980117,4694
Q223,P.S. 223 - QUEENS,OTHER,907892,611
Q226,EPIC HIGH SCHOOL - SOUTH,OTHER,105000,71
Q226,HAWTREE CREEK MIDDLE SCHOOL -,OTHER,76000,51
Q226,I.S. 226 - QUEENS,FLOOD,7336664,4934
Q226,I.S. 226 - QUEENS,OTHER,549771,370
Q227,I.S. 227 - QUEENS,OTHER,1249260,840
Q228,P.S. 228 - QUEENS,OTHER,71000,48
Q229,P.S. 229 - QUEENS,OTHER,12632611,8495
Q230,I.S. 230 - QUEENS,OTHER,84735,57
Q231,COLLABORATIVE ARTS MIDDLE SCHO,OTHER,250000,168
Q231,COMMUNITY VOICES MIDDLE SCHOOL,OTHER,2226135,1497
Q231,I.S. 231 - QUEENS,OTHER,955601,643
Q234,I.S. 235 - QUEENS,OTHER,50000,34
Q234,P.S. 234 - QUEENS,OTHER,646500,435
Q237,EAST-WEST SCHOOL OF INTL STUDI,OTHER,304242,205
Q237,J.H.S. 237 - QUEENS,OTHER,8488875,5709
Q238,I.S. 238 - QUEENS,OTHER,1627237,1094
Q238,I.S. 238 - QUEENS,ROOF,10014141,6734
Q239,P.S. 239 - QUEENS,OTHER,326712,220
Q244,P.S. 244 - QUEENS,OTHER,134733,91
Q247,P.S. 128 - QUEENS,OTHER,39484875,26553
Q251,P.S. 251 - QUEENS,OTHER,134247,90
Q254,P.S. 254 - QUEENS,OTHER,125000,84
Q254,P.S. 254 - QUEENS,ROOF,8399038,5648
Q260,P.S. 307 - QUEENS,OTHER,684598,460
Q263,P.S. /I.S 295 - QUEENS,OTHER,833669,561
Q266,P.S./I.S. 266 - QUEENS,OTHER,389435,262
Q268,P.S. 268 - QUEENS,OTHER,859468,578
Q268,Q009 SPED - QUEENS,OTHER,150000,101
Q270,P.S. / I.S. 270 - QUEENS,OTHER,208047,140
Q276,P.S. 48 - QUEENS,OTHER,257845,173
Q276,Q075 SPED - QUEENS,OTHER,127040,85
Q277,P.S. 182 - QUEENS,OTHER,35000,24
Q277,Q009 SPED - QUEENS,OTHER,150000,101
Q280,P.S. 280 - QUEENS,OTHER,933378,628
Q287,P.S. 330 - QUEENS,OTHER,105050,71
Q290,P.S. 290 - QUEENS,OTHER,154096,104
Q290,THE RIVERVIEW SCHOOL - QUEENS,OTHER,100000,67
Q292,P.S. 92 - QUEENS,OTHER,183736,124
Q298,ELM TREE ELEMENTARY SCHOOL,OTHER,43000,29
Q311,CORONA ARTS AND SCIENCES ACADE,OTHER,102000,69
Q312,P.S. 78 - QUEENS,OTHER,258605,174
Q313,THE CHILDREN'S LAB SCHOOL,OTHER,35000,24
Q314,M.S. 358 - QUEENS,OTHER,109736,74
Q314,QUEENS SCHOOL FOR LEADERSHIP,OTHER,68000,46
Q315,P.S. 110 - QUEENS,OTHER,35000,24
Q322,P.S. 14 - QUEENS,OTHER,327162,220
Q329,EAST ELMHURST COMMUNITY SCHOOL,OTHER,158021,106
Q332,P.S. 376 - QUEENS,OTHER,50000,34
Q336,COLLEGE POINT COLLABORATIVE,OTHER,22990,15
Q340,P.S. @ 69-02 QUEENS BOULEVARD,NEW SCHOOL,42463409,28556
Q341,P.S. @ PARCEL C - QUEENS,NEW SCHOOL,102016356,68605
Q342,P.S. 81 - QUEENS,OTHER,7831920,5267
Q357,P.S. 36 - QUEENS,OTHER,8099230,5447
Q361,P.S. @ 56-10 214 STREET - Q,OTHER,25842270,17379
Q375,P.S. @ PARCEL F - QUEENS,NEW SCHOOL,79266939,53307
Q397,DISTRICT 30 PRE-K CENTER,OTHER,449274,302
Q398,P.S. 398 - QUEENS,NEW SCHOOL,73697012,49561
Q400,AUGUST MARTIN HS - QUEENS,OTHER,12501164,8407
Q405,BAYSIDE HIGH SCHOOL - QUEENS,OTHER,4203551,2827
Q415,BENJAMIN N. CARDOZO HS - Q,OTHER,1557351,1047
Q415,BENJAMIN N. CARDOZO HS - QUEEN,OTHER,464569,312
Q419,I.S. 419 - QUEENS,NEW SCHOOL,76466774,51424
Q420,EXCELSIOR PREP HIGH SCHOOL - Q,OTHER,335839,226
Q420,G. WASHINGTON CARVER HS FOR SC,OTHER,104210,70
Q420,G. WASHINGTON CRVR HS FOR SCI,OTHER,807715,543
Q420,PREPARATORY ACADEMY FOR WRITER,OTHER,105000,71
Q420,QUEENS PREPARATORY ACADEMY - Q,OTHER,105000,71
Q425,JOHN BOWNE HS - QUEENS,OTHER,861381,579
Q425,JOHN BOWNE HS - QUEENS,ROOF,7468310,5022
Q429,I.S. @ 38-04 48TH STREET - Q,NEW SCHOOL,95879369,64478
Q429,I.S. @ 38-04 48TH STREET - Q,OTHER,10343083,6956
Q430,FRANCIS LEWIS H.S.,OTHER,100000,67
Q430,FRANCIS LEWIS HS - QUEENS,OTHER,2310598,1554
Q430,FRANCIS LEWIS HS - QUEENS,PENET,2019364,1358
Q434,FRANCIS LEWIS HS ANNEX - Q,NEW SCHOOL,52376721,35223
Q434,FRANCIS LEWIS HS ANNEX - Q,OTHER,3014655,2027
Q435,BUSINESS TECHNOLOGY EARLY COLL,OTHER,296124,199
Q435,MARTIN VAN BUREN HS - QUEENS,OTHER,5685043,3823
Q435,MARTIN VAN BUREN HS - QUEENS,PENET,11306,8
Q437,PRE-K CENTER @ 98-22 55 AVENUE,OTHER,662334,445
Q439,3K CENTER @ 101-49 WOODHAVEN,OTHER,16404981,11032
Q440,FOREST HILLS HS,OTHER,180463,121
Q440,FOREST HILLS HS - QUEENS,OTHER,15317545,10301
Q445,WILLIAM C. BRYANT HS - QUEENS,OTHER,1915142,1288
Q450,ACADEMY OF AMERICAN STUDIES -,OTHER,35000,24
Q450,NEWCOMERS HIGH SCHOOL - Q,OTHER,742969,500
Q451,ACADEMY OF AMERICAN STUDIES -,OTHER,97700,66
Q455,INTERNATIONAL HIGH SCHOOL FOR,OTHER,105000,71
Q455,NEWTOWN HS - QUEENS,OTHER,4088363,2749
Q456,HS FOR ARTS AND BUSINESS - QUE,OTHER,140000,94
Q460,FLUSHING HS - QUEENS,OTHER,1956757,1316
Q460,FLUSHING HS - QUEENS,ROOF,9945841,6689
Q460,QUEENS HIGH SCHOOL FOR LANGUAG,OTHER,205000,138
Q460,VERITAS ACADEMY,OTHER,542875,365
Q468,3K CENTER@100-02 ROCKAWAY BLVD,OTHER,18671220,12556
Q469,CARDOZO HIGH SCHOOL ANNEX - Q,OTHER,73065000,49136
Q470,HILLSIDE ACADEMY FOR ARTS,OTHER,1138000,765
Q470,JAMAICA GATEWAY TO THE SCIENCE,OTHER,240067,161
Q470,QUEENS COLLEGIATE SCHOOL - Q,OTHER,5481785,3686
Q470,QUEENS COLLEGIATE SCHOOL - QUE,OTHER,443652,298
Q470,THE CHILD CENTER OF NEW YORK,OTHER,4500,3
Q472,H.S. @ 51-30 NORTHERN BLVD,NEW SCHOOL,379670640,255327
Q474,3K CENTER @ 104-06 101 AVENUE,OTHER,6054889,4072
Q475,RICHMOND HILL HS - QUEENS,OTHER,4354025,2928
Q477,3K CENTER @ 87-40 88 ST - Q,OTHER,10002664,6727
Q480,JOHN ADAMS HS - QUEENS,FLOOD,19640902,13208
Q480,JOHN ADAMS HS - QUEENS,OTHER,4184282,2814
Q485,GROVER CLEVELAND HS - QUEENS,OTHER,3023949,2034
Q490,HUMANITIES & THE ARTS HS - Q,OTHER,399029,268
Q490,INSTITUTE FOR HEALTH PROFESSIO,OTHER,188911,127
Q490,INSTITUTE FOR HEALTH PROFESSNL,OTHER,493521,332
Q490,JACKSON HS,OTHER,346780,233
Q490,"MATH, SCI., RESEARCH & TECH.",OTHER,641916,432
Q490,"MATH, SCI., RESEARCH & TECH. H",OTHER,1341102,902
Q491,"MATH, SCI., RESEARCH & TECH. H",OTHER,500000,336
Q499,P.S./I.S. 499 - QUEENS,OTHER,200000,134
Q499,Q993 SPED - QUEENS,OTHER,107000,72
Q505,HILLCREST HS - QUEENS,OTHER,1353269,910
Q515,TOWNSEND HARRIS HS - Q,OTHER,1190150,800
Q520,INTERNATIONAL HS - QUEENS,OTHER,105000,71
Q520,MIDDLE COLLEGE HIGH SCHOOL - Q,OTHER,105000,71
Q566,"QNS HS OF TEACH., LIB. ARTS&SC",OTHER,422894,284
Q570,FRANK SINATRA SCL OF THE ARTS,OTHER,676933,455
Q575,ACADEMY OF AMERICAN STUDIES,NEW SCHOOL,95075081,63938
Q585,MASPETH HIGH SCHOOL - QUEENS,OTHER,885176,595
Q585,Q721 SPED - QUEENS,OTHER,35000,24
Q595,PATHWAYS TO GRADUATION - Q,OTHER,479407,322
Q595,QUEENS SATELLITE HS FOR OPPORT,OTHER,1441432,969
Q595,QUEENS SATELLITE HS FOR OPPTY,OTHER,236271,159
Q600,QUEENS TECH HS - Q,OTHER,316287,213
Q600,QUEENS VOC HS - Q,OTHER,224153,151
Q610,AVIATION HS - QUEENS,FLOOD,21607035,14531
Q610,AVIATION HS - QUEENS,OTHER,1080000,726
Q620,THOMAS A. EDISON HS - Q,OTHER,2658742,1788
Q633,EAGLE ACADEMY III - QUEENS,OTHER,105000,71
Q636,EPIC HIGH SCHOOL - NORTH,OTHER,244209,164
Q650,"HS FOR CNST TRADES, ENG.& ARCH",OTHER,500000,336
Q650,"HS FOR CONST.TRADES,ENGG.,& AR",OTHER,197964,133
Q667,Q004 SPED - QUEENS,OTHER,562271,378
Q680,YOUNG WOMENS LEADERSHIP SCHL,OTHER,60000,40
Q680,YOUNG WOMENS' LEADERSHIP SCHOO,OTHER,254653,171
Q686,I.S./H.S. 167 - QUEENS,OTHER,189723,128
Q686,Q233 SPED - QUEENS,OTHER,104211,70
Q686,QUEENS METROPOLITAN HIGH SCHL,ROOF,396039,266
Q686,QUEENS METROPOLITAN HIGH SCHOO,OTHER,326630,220
Q690,HS FOR LAW ENFORCEMENT,OTHER,100000,67
Q690,HS FOR LAW ENFORCEMENT - Q,OTHER,750000,504
Q690,HS FOR LAW ENFORCEMENT - QUEEN,OTHER,127022,85
Q695,QUEENS GATEWAY TO HEALTH SCIEN,OTHER,105000,71
Q707,R. F. KENNEDY COMM. MIDDLE/HS,OTHER,200000,134
Q707,R. F. KENNEDY COMM. MIDDLE/HS-,OTHER,209200,141
Q721,P.S. 16 - QUEENS,OTHER,3189622,2145
Q722,Q721 SPED - QUEENS,OTHER,767153,516
Q722,Q721 SPED - QUEENS,ROOF,4709896,3167
Q725,HS FOR INFORMATION TECH - QUEE,OTHER,742900,500
Q735,ACADEMY OF FIN. AND ENTERPRISE,OTHER,105000,71
Q735,BARD HS EARLY COLLEGE II - Q,OTHER,1214597,817
Q735,BARD HS EARLY COLLEGE II - QUE,OTHER,279736,188
Q735,HS OF APPLIED COMMUNICATION-Q,OTHER,174735,118
Q739,YOUNG W LEADERSHIP SCL ASTORIA,OTHER,2043988,1375
Q739,YOUNG W. LEADERSHIP SCL ASTORI,OTHER,393909,265
Q744,CIVIC LEADERSHIP ACADEMY - QUE,OTHER,105000,71
Q744,PAN AMERICAN INTERNATIONAL HS,OTHER,1730934,1164
Q744,VOYAGES PREPARATORY - QUEENS,OTHER,105000,71
Q774,QUEENS HS FOR THE SCIENCES - Q,OTHER,527709,355
Q792,NORTH QUEENS COMMUNITY HS - Q,OTHER,105000,71
Q798,BACCALAUREATE SCL FOR GLOBAL E,OTHER,408236,275
Q799,CAMBRIA HEIGHTS ACADEMY - Q,OTHER,1042961,701
Q799,CAMBRIA HEIGHTS ACADEMY - QUEE,OTHER,50000,34
Q801,BUREAU OF SUPPLIES - QUEENS,OTHER,18078,12
Q801,BUREAU OF SUPPLIES - QUEENS,SANDY,112511890,75664
Q801,DOE BUREAU OF SUPPLIES,OTHER,19722796,13263
Q809,Q224 SPED - QUEENS,OTHER,85000,57
Q811,Q811 SPED - QUEENS,OTHER,7936939,5338
Q814,P.S. 82 - QUEENS,OTHER,49423,33
Q816,P.S. 256 ANNEX - QUEENS,NEW SCHOOL,38409008,25830
Q816,Q256 SPED - QUEENS,OTHER,7794498,5242
Q816,Q256 SPED - QUEENS,SANDY,3507315,2359
Q822,Q811 SPED - QUEENS,OTHER,329431,222
Q835,Q233 SPED - QUEENS,OTHER,35000,24
Q836,P.S. 36 - QUEENS,OTHER,999999,672
Q841,P.S. 110 - QUEENS,OTHER,207979,140
Q848,P.S. 81 - QUEENS,OTHER,34333,23
Q849,I.S. 77 - QUEENS,OTHER,249065,167
Q858,P.S. 188 - QUEENS,OTHER,40271,27
Q859,ALTRNATIVE LEARNING CENTER - Q,OTHER,291288,196
Q878,P.S. 128 - QUEENS,OTHER,150000,101
Q882,Q009 SPED - QUEENS,OTHER,135000,91
Q884,P.S. 65 - QUEENS,OTHER,100000,67
Q885,RENAISSANCE CHARTER SCHOOL,OTHER,97236,65
