BLD_CODE,SCH_NAME,TYPE,TOTAL_BUDGET
Q063,P.S. 63 - QUEENS,OTHER,5500
Q064,P.S. 64 - QUEENS,OTHER,8043368
Q066,P.S. 66 - QUEENS,OTHER,36713930
Q067,J.H.S. 67 - QUEENS,FLOOD,2084811
Q067,J.H.S. 67 - QUEENS,OTHER,585008
Q068,P.S. 68 - QUEENS,OTHER,1740118
Q069,P.S. 69 - QUEENS,FLOOD,3649456
Q069,P.S. 69 - QUEENS,OTHER,2697576
Q070,P.S. 70 - QUEENS,OTHER,159175
Q071,P.S. 71 - QUEENS,OTHER,1810505
Q071,P.S. 71 - QUEENS,ROOF,8585678
Q072,J.H.S. 72 - QUEENS,OTHER,3200112
Q072,REDWOOD MIDDLE SCHOOL,OTHER,185000
Q073,I.S. 73 - QUEENS,OTHER,15892324
Q074,I.S. 74 - QUEENS,OTHER,352385
Q075,Q075 SPED - QUEENS,FLOOD,10161288
Q075,Q075 SPED - QUEENS,OTHER,49621
Q076,P.S. 76 - QUEENS,OTHER,1128549
Q079,P.S. 79 - QUEENS,OTHER,25551221
Q080,P.S. 80 - QUEENS,OTHER,1283050
Q081,P.S. 81 - QUEENS,OTHER,2237589
Q082,P.S. 82 - QUEENS,OTHER,459320
Q082,P.S. 82 - QUEENS,ROOF,4549374
Q084,P.S. 84 - QUEENS,OTHER,756461
Q085,P.S. 85 - QUEENS,OTHER,1391242
Q086,P.S. 86 - QUEENS,OTHER,1449762
Q087,P.S. 87 - QUEENS,OTHER,2589902
Q088,P.S. 88 - QUEENS,OTHER,2869834
Q089,P.S. 89 - QUEENS,OTHER,1870150
Q090,P.S. 90 - QUEENS,OTHER,1424302
Q091,P.S. 91 - QUEENS,OTHER,974564
Q093,I.S. 93 - QUEENS,OTHER,633648
Q093,I.S. 93 - QUEENS,ROOF,21290080
Q094,P.S. 94 - QUEENS,OTHER,605595
Q095,P.S. 95 - QUEENS,OTHER,1221915
Q096,P.S. 96 - QUEENS,OTHER,299305
Q097,P.S. 97 - QUEENS,OTHER,507670
Q099,P.S. 99 - QUEENS,OTHER,35000
Q099,P.S. 99 - QUEENS,PENET,3951958
Q100,P.S. 100 - QUEENS,OTHER,1157678
Q101,P.S. 101 - QUEENS,OTHER,129149
Q102,P.S. 102 - QUEENS,FLOOD,14737800
Q102,P.S. 102 - QUEENS,OTHER,507292
Q104,P.S. 104 - QUEENS,OTHER,10230599
Q107,P.S. 107 - QUEENS,OTHER,122471
Q108,P.S. 108 - QUEENS,FLOOD,28479420
Q108,P.S. 108 - QUEENS,OTHER,1195774
Q109,I.S. 109 - QUEENS,OTHER,279065
Q112,P.S. 112 - QUEENS,OTHER,2337274
Q112,P.S. 112 - QUEENS,ROOF,7180101
Q113,P.S. 113 - QUEENS,OTHER,275000
Q115,P.S. 115 - QUEENS,OTHER,7605105
Q116,P.S. 116 - QUEENS,OTHER,1374999
Q117,P.S. 117 - QUEENS,OTHER,1032615
Q118,P.S. 118 - QUEENS,OTHER,149839
Q119,I.S. 119 - QUEENS,OTHER,530934
Q119,I.S. 119 - QUEENS,ROOF,592381
Q120,P.S. 120 - QUEENS,OTHER,134735
Q121,P.S. 121 - QUEENS,OTHER,1308289
Q121,P.S. 121 - QUEENS,ROOF,18349623
Q122,P.S. 122 - QUEENS,OTHER,2063060
Q123,P.S. 123 - QUEENS,OTHER,3489275
Q124,P.S. 124 - QUEENS,OTHER,6822623
Q125,I.S. 125 - QUEENS,OTHER,175000
Q127,P.S. 127 - QUEENS,OTHER,467329
Q129,P.S. 129 - QUEENS,OTHER,55597652
Q130,P.S. 130 - QUEENS,OTHER,262036
Q131,P.S. 131 - QUEENS,OTHER,57192930
Q131,P.S. 131 - QUEENS,ROOF,6866576
Q132,P.S. 132 - QUEENS,FLOOD,5841533
Q132,P.S. 132 - QUEENS,OTHER,2008846
Q133,P.S. 133 - QUEENS,OTHER,3129308
Q134,P.S. 134 - QUEENS,OTHER,169464
Q135,P.S. 135 - QUEENS,OTHER,170454
Q136,P.S. 136 - QUEENS,OTHER,392776
Q137,M.S. 137 - QUEENS,OTHER,916036
Q138,P.S. 138 - QUEENS,OTHER,718780
Q139,P.S. 139 - QUEENS,OTHER,1067427
Q139,P.S. 139 - QUEENS,ROOF,2286161
Q140,P.S. 140 - QUEENS,OTHER,266558
Q141,I.S. 141 - QUEENS,OTHER,1829393
Q142,J.H.S. 142,OTHER,69603
Q142,Q752 SPED - QUEENS,OTHER,140000
Q143,P.S. 143 - QUEENS,OTHER,105225650
Q144,P.S. 144 - QUEENS,OTHER,65527561
Q145,I.S. 145 - QUEENS,OTHER,9458577
Q147,P.S. 147 - QUEENS,OTHER,1102016
Q148,P.S. 148 - QUEENS,FLOOD,5514300
Q148,P.S. 148 - QUEENS,OTHER,1406427
Q149,P.S. 149 - QUEENS,OTHER,1234862
Q150,P.S. 150 - QUEENS,OTHER,1159499
Q151,P.S. 151 - QUEENS,OTHER,5935029
Q152,P.S. 152 - QUEENS,OTHER,204722
Q153,P.S. 153 - QUEENS,OTHER,214135
Q153,P.S. 153 - QUEENS,ROOF,4339932
Q154,P.S. 154 - QUEENS,OTHER,446566
Q155,P.S. 155 - QUEENS,FLOOD,15138550
Q155,P.S. 155 - QUEENS,OTHER,2158392
Q156,P.S. 156 - QUEENS,OTHER,4582604
Q156,QUEENS UNITED MIDDLE SCHOOL,OTHER,198498
Q157,J.H.S. 157 - QUEENS,OTHER,1009781
Q158,J.H.S. 158 - QUEENS,OTHER,1978645
Q158,Q224 SPED - QUEENS,OTHER,34738
Q159,P.S. 159 - QUEENS,FLOOD,1520615
Q159,P.S. 159 - QUEENS,OTHER,1220499
Q160,P.S. 160 - QUEENS,FLOOD,11337830
Q160,P.S. 160 - QUEENS,OTHER,319333
Q161,P.S. 161 - QUEENS,OTHER,175340
Q161,Q004 SPED - QUEENS,OTHER,75000
Q162,P.S. 162 - QUEENS,OTHER,7487998
Q163,P.S. 163 - QUEENS,OTHER,701705
Q164,P.S. 164 - QUEENS,OTHER,379875
Q165,P.S. 165 - QUEENS,OTHER,369350
Q166,P.S. 166 - QUEENS,OTHER,191260
Q168,I.S. 250 - QUEENS,OTHER,34509
Q168,Q255 SPED - QUEENS,OTHER,523463
Q168,THE QUEENS SCHOOL OF INQUIRY-Q,OTHER,116064
Q168,THE QUEENS SCHOOL OF INQUIRY-Q,ROOF,683942
Q169,I.S. 294 - QUEENS,OTHER,100000
Q169,P.S. 169 - QUEENS,OTHER,83388346
Q172,J.H.S. 172 - QUEENS,OTHER,276678
Q173,P.S. 173 - QUEENS,OTHER,653822
Q174,P.S. 174 - QUEENS,OTHER,1439139
Q175,P.S. 175 - QUEENS,OTHER,3014146
Q176,P.S. 176 - QUEENS,OTHER,7148994
Q177,Q177 SPED - QUEENS,FLOOD,6529954
Q177,Q177 SPED - QUEENS,OTHER,11118711
Q178,P.S. 178 - QUEENS,OTHER,240000
Q179,Q004 SPED - QUEENS,OTHER,737307
Q181,P.S. 181 - QUEENS,OTHER,429532
Q184,P.S. 184 - QUEENS,OTHER,474572
Q185,J.H.S. 185 - QUEENS,OTHER,864241
Q186,P.S. 186 - QUEENS,OTHER,34735
Q186,Q224 SPED - QUEENS,OTHER,300869
Q188,P.S. 188 - QUEENS,OTHER,1359999
Q189,J.H.S. 189 - QUEENS,OTHER,100000
Q189,THE FLUSHING INTERNATIONAL HS,OTHER,191177
Q189,THE FLUSHING INTERNATIONAL HS,ROOF,180036
Q190,J.H.S. 190 - QUEENS,OTHER,456075
Q190,J.H.S. 190 - QUEENS,ROOF,2866177
Q191,P.S. 191 - QUEENS,FLOOD,8451819
Q191,P.S. 191 - QUEENS,OTHER,1112582
Q191,Q993 SPED - QUEENS,OTHER,155000
Q192,I.S. 192 - QUEENS,OTHER,75000
Q192,PATHWAYS COLL. PREP SCHOOL - Q,OTHER,220000
Q193,P.S. 193 - QUEENS,OTHER,12581346
Q194,J.H.S. 194 - QUEENS,OTHER,9388809
Q196,P.S. 196 - QUEENS,OTHER,43744573
Q199,P.S. 199 - QUEENS,OTHER,10921097
Q200,P.S. 200 - QUEENS,OTHER,690938
Q201,P.S. 201 - QUEENS,OTHER,8076002
Q202,HS OF COMMN. ARTS & TECH - QUE,OTHER,14386
Q202,I.S. 202 - QUEENS,OTHER,166057
Q203,P.S. 203 - QUEENS,OTHER,4447791
Q204,ENERGY TECH HIGH SCHOOL,OTHER,105000
Q204,I.S. 204 - QUEENS,OTHER,921418
Q205,P.S. 205 - QUEENS,FLOOD,18089001
Q205,P.S. 205 - QUEENS,OTHER,358204
Q206,P.S. 206 - QUEENS,OTHER,67411278
Q208,P.S./I.S. 208 - QUEENS,OTHER,266227
Q209,P.S. 209 - QUEENS,OTHER,441777
Q209,Q009 SPED - QUEENS,OTHER,85000
Q210,I.S. 210 - QUEENS,OTHER,722002
Q212,P.S. 212 - QUEENS,OTHER,215000
Q213,P.S. 213 - QUEENS,OTHER,2428635
Q214,P.S. 214 - QUEENS,OTHER,480845
Q215,P.S. 362 - QUEENS,OTHER,300000
Q216,J.H.S. 216 - QUEENS,OTHER,10952178
Q216,J.H.S. 216 - QUEENS,ROOF,15050073
Q217,I.S. 217 - QUEENS,OTHER,8247397
Q219,P.S. 219 - QUEENS,OTHER,865151
Q219,P.S. 219 - QUEENS,ROOF,5326495
Q220,P.S. 220 - QUEENS,OTHER,449629
Q221,P.S. 221 - QUEENS,OTHER,650000
Q222,P.S. 222 - QUEENS,OTHER,999999
Q223,P.S. 223,OTHER,6980117
Q223,P.S. 223 - QUEENS,OTHER,907892
Q226,EPIC HIGH SCHOOL - SOUTH,OTHER,105000
Q226,HAWTREE CREEK MIDDLE SCHOOL -,OTHER,76000
Q226,I.S. 226 - QUEENS,FLOOD,7336664
Q226,I.S. 226 - QUEENS,OTHER,549771
Q227,I.S. 227 - QUEENS,OTHER,1249260
Q228,P.S. 228 - QUEENS,OTHER,71000
Q229,P.S. 229 - QUEENS,OTHER,12632611
Q230,I.S. 230 - QUEENS,OTHER,84735
Q231,COLLABORATIVE ARTS MIDDLE SCHO,OTHER,250000
Q231,COMMUNITY VOICES MIDDLE SCHOOL,OTHER,2226135
Q231,I.S. 231 - QUEENS,OTHER,955601
Q234,I.S. 235 - QUEENS,OTHER,50000
Q234,P.S. 234 - QUEENS,OTHER,646500
Q237,EAST-WEST SCHOOL OF INTL STUDI,OTHER,304242
Q237,J.H.S. 237 - QUEENS,OTHER,8488875
Q238,I.S. 238 - QUEENS,OTHER,1627237
Q238,I.S. 238 - QUEENS,ROOF,10014141
Q239,P.S. 239 - QUEENS,OTHER,326712
Q244,P.S. 244 - QUEENS,OTHER,134733
Q247,P.S. 128 - QUEENS,OTHER,39484875
Q251,P.S. 251 - QUEENS,OTHER,134247
Q254,P.S. 254 - QUEENS,OTHER,125000
Q254,P.S. 254 - QUEENS,ROOF,8399038
Q260,P.S. 307 - QUEENS,OTHER,684598
Q263,P.S. /I.S 295 - QUEENS,OTHER,833669
Q266,P.S./I.S. 266 - QUEENS,OTHER,389435
Q268,P.S. 268 - QUEENS,OTHER,859468
Q268,Q009 SPED - QUEENS,OTHER,150000
Q270,P.S. / I.S. 270 - QUEENS,OTHER,208047
Q276,P.S. 48 - QUEENS,OTHER,257845
Q276,Q075 SPED - QUEENS,OTHER,127040
Q277,P.S. 182 - QUEENS,OTHER,35000
Q277,Q009 SPED - QUEENS,OTHER,150000
Q280,P.S. 280 - QUEENS,OTHER,933378
Q287,P.S. 330 - QUEENS,OTHER,105050
Q290,P.S. 290 - QUEENS,OTHER,154096
Q290,THE RIVERVIEW SCHOOL - QUEENS,OTHER,100000
Q292,P.S. 92 - QUEENS,OTHER,183736
Q298,ELM TREE ELEMENTARY SCHOOL,OTHER,43000
Q311,CORONA ARTS AND SCIENCES ACADE,OTHER,102000
Q312,P.S. 78 - QUEENS,OTHER,258605
Q313,THE CHILDREN'S LAB SCHOOL,OTHER,35000
Q314,M.S. 358 - QUEENS,OTHER,109736
Q314,QUEENS SCHOOL FOR LEADERSHIP,OTHER,68000
Q315,P.S. 110 - QUEENS,OTHER,35000
Q322,P.S. 14 - QUEENS,OTHER,327162
Q329,EAST ELMHURST COMMUNITY SCHOOL,OTHER,158021
Q332,P.S. 376 - QUEENS,OTHER,50000
Q336,COLLEGE POINT COLLABORATIVE,OTHER,22990
Q340,P.S. @ 69-02 QUEENS BOULEVARD,NEW SCHOOL,42463409
Q341,P.S. @ PARCEL C - QUEENS,NEW SCHOOL,102016356
Q342,P.S. 81 - QUEENS,OTHER,7831920
Q357,P.S. 36 - QUEENS,OTHER,8099230
Q361,P.S. @ 56-10 214 STREET - Q,OTHER,25842270
Q375,P.S. @ PARCEL F - QUEENS,NEW SCHOOL,79266939
Q397,DISTRICT 30 PRE-K CENTER,OTHER,449274
Q398,P.S. 398 - QUEENS,NEW SCHOOL,73697012
Q400,AUGUST MARTIN HS - QUEENS,OTHER,12501164
Q405,BAYSIDE HIGH SCHOOL - QUEENS,OTHER,4203551
Q415,BENJAMIN N. CARDOZO HS - Q,OTHER,1557351
Q415,BENJAMIN N. CARDOZO HS - QUEEN,OTHER,464569
Q419,I.S. 419 - QUEENS,NEW SCHOOL,76466774
Q420,EXCELSIOR PREP HIGH SCHOOL - Q,OTHER,335839
Q420,G. WASHINGTON CARVER HS FOR SC,OTHER,104210
Q420,G. WASHINGTON CRVR HS FOR SCI,OTHER,807715
Q420,PREPARATORY ACADEMY FOR WRITER,OTHER,105000
Q420,QUEENS PREPARATORY ACADEMY - Q,OTHER,105000
Q425,JOHN BOWNE HS - QUEENS,OTHER,861381
Q425,JOHN BOWNE HS - QUEENS,ROOF,7468310
Q429,I.S. @ 38-04 48TH STREET - Q,NEW SCHOOL,95879369
Q429,I.S. @ 38-04 48TH STREET - Q,OTHER,10343083
Q430,FRANCIS LEWIS H.S.,OTHER,100000
Q430,FRANCIS LEWIS HS - QUEENS,OTHER,2310598
Q430,FRANCIS LEWIS HS - QUEENS,PENET,2019364
Q434,FRANCIS LEWIS HS ANNEX - Q,NEW SCHOOL,52376721
Q434,FRANCIS LEWIS HS ANNEX - Q,OTHER,3014655
Q435,BUSINESS TECHNOLOGY EARLY COLL,OTHER,296124
Q435,MARTIN VAN BUREN HS - QUEENS,OTHER,5685043
Q435,MARTIN VAN BUREN HS - QUEENS,PENET,11306
Q437,PRE-K CENTER @ 98-22 55 AVENUE,OTHER,662334
Q439,3K CENTER @ 101-49 WOODHAVEN,OTHER,16404981
Q440,FOREST HILLS HS,OTHER,180463
Q440,FOREST HILLS HS - QUEENS,OTHER,15317545
Q445,WILLIAM C. BRYANT HS - QUEENS,OTHER,1915142
Q450,ACADEMY OF AMERICAN STUDIES -,OTHER,35000
Q450,NEWCOMERS HIGH SCHOOL - Q,OTHER,742969
Q451,ACADEMY OF AMERICAN STUDIES -,OTHER,97700
Q455,INTERNATIONAL HIGH SCHOOL FOR,OTHER,105000
Q455,NEWTOWN HS - QUEENS,OTHER,4088363
Q456,HS FOR ARTS AND BUSINESS - QUE,OTHER,140000
Q460,FLUSHING HS - QUEENS,OTHER,1956757
Q460,FLUSHING HS - QUEENS,ROOF,9945841
Q460,QUEENS HIGH SCHOOL FOR LANGUAG,OTHER,205000
Q460,VERITAS ACADEMY,OTHER,542875
Q468,3K CENTER@100-02 ROCKAWAY BLVD,OTHER,18671220
Q469,CARDOZO HIGH SCHOOL ANNEX - Q,OTHER,73065000
Q470,HILLSIDE ACADEMY FOR ARTS,OTHER,1138000
Q470,JAMAICA GATEWAY TO THE SCIENCE,OTHER,240067
Q470,QUEENS COLLEGIATE SCHOOL - Q,OTHER,5481785
Q470,QUEENS COLLEGIATE SCHOOL - QUE,OTHER,443652
Q470,THE CHILD CENTER OF NEW YORK,OTHER,4500
Q472,H.S. @ 51-30 NORTHERN BLVD,NEW SCHOOL,379670640
Q474,3K CENTER @ 104-06 101 AVENUE,OTHER,6054889
Q475,RICHMOND HILL HS - QUEENS,OTHER,4354025
Q477,3K CENTER @ 87-40 88 ST - Q,OTHER,10002664
Q480,JOHN ADAMS HS - QUEENS,FLOOD,19640902
Q480,JOHN ADAMS HS - QUEENS,OTHER,4184282
Q485,GROVER CLEVELAND HS - QUEENS,OTHER,3023949
Q490,HUMANITIES & THE ARTS HS - Q,OTHER,399029
Q490,INSTITUTE FOR HEALTH PROFESSIO,OTHER,188911
Q490,INSTITUTE FOR HEALTH PROFESSNL,OTHER,493521
Q490,JACKSON HS,OTHER,346780
Q490,"MATH, SCI., RESEARCH & TECH.",OTHER,641916
Q490,"MATH, SCI., RESEARCH & TECH. H",OTHER,1341102
Q491,"MATH, SCI., RESEARCH & TECH. H",OTHER,500000
Q499,P.S./I.S. 499 - QUEENS,OTHER,200000
Q499,Q993 SPED - QUEENS,OTHER,107000
Q505,HILLCREST HS - QUEENS,OTHER,1353269
Q515,TOWNSEND HARRIS HS - Q,OTHER,1190150
Q520,INTERNATIONAL HS - QUEENS,OTHER,105000
Q520,MIDDLE COLLEGE HIGH SCHOOL - Q,OTHER,105000
Q566,"QNS HS OF TEACH., LIB. ARTS&SC",OTHER,422894
Q570,FRANK SINATRA SCL OF THE ARTS,OTHER,676933
Q575,ACADEMY OF AMERICAN STUDIES,NEW SCHOOL,95075081
Q585,MASPETH HIGH SCHOOL - QUEENS,OTHER,885176
Q585,Q721 SPED - QUEENS,OTHER,35000
Q595,PATHWAYS TO GRADUATION - Q,OTHER,479407
Q595,QUEENS SATELLITE HS FOR OPPORT,OTHER,1441432
Q595,QUEENS SATELLITE HS FOR OPPTY,OTHER,236271
Q600,QUEENS TECH HS - Q,OTHER,316287
Q600,QUEENS VOC HS - Q,OTHER,224153
Q610,AVIATION HS - QUEENS,FLOOD,21607035
Q610,AVIATION HS - QUEENS,OTHER,1080000
Q620,THOMAS A. EDISON HS - Q,OTHER,2658742
Q633,EAGLE ACADEMY III - QUEENS,OTHER,105000
Q636,EPIC HIGH SCHOOL - NORTH,OTHER,244209
Q650,"HS FOR CNST TRADES, ENG.& ARCH",OTHER,500000
Q650,"HS FOR CONST.TRADES,ENGG.,& AR",OTHER,197964
Q667,Q004 SPED - QUEENS,OTHER,562271
Q680,YOUNG WOMENS LEADERSHIP SCHL,OTHER,60000
Q680,YOUNG WOMENS' LEADERSHIP SCHOO,OTHER,254653
Q686,I.S./H.S. 167 - QUEENS,OTHER,189723
Q686,Q233 SPED - QUEENS,OTHER,104211
Q686,QUEENS METROPOLITAN HIGH SCHL,ROOF,396039
Q686,QUEENS METROPOLITAN HIGH SCHOO,OTHER,326630
Q690,HS FOR LAW ENFORCEMENT,OTHER,100000
Q690,HS FOR LAW ENFORCEMENT - Q,OTHER,750000
Q690,HS FOR LAW ENFORCEMENT - QUEEN,OTHER,127022
Q695,QUEENS GATEWAY TO HEALTH SCIEN,OTHER,105000
Q707,R. F. KENNEDY COMM. MIDDLE/HS,OTHER,200000
Q707,R. F. KENNEDY COMM. MIDDLE/HS-,OTHER,209200
Q721,P.S. 16 - QUEENS,OTHER,3189622
Q722,Q721 SPED - QUEENS,OTHER,767153
Q722,Q721 SPED - QUEENS,ROOF,4709896
Q725,HS FOR INFORMATION TECH - QUEE,OTHER,742900
Q735,ACADEMY OF FIN. AND ENTERPRISE,OTHER,105000
Q735,BARD HS EARLY COLLEGE II - Q,OTHER,1214597
Q735,BARD HS EARLY COLLEGE II - QUE,OTHER,279736
Q735,HS OF APPLIED COMMUNICATION-Q,OTHER,174735
Q739,YOUNG W LEADERSHIP SCL ASTORIA,OTHER,2043988
Q739,YOUNG W. LEADERSHIP SCL ASTORI,OTHER,393909
Q744,CIVIC LEADERSHIP ACADEMY - QUE,OTHER,105000
Q744,PAN AMERICAN INTERNATIONAL HS,OTHER,1730934
Q744,VOYAGES PREPARATORY - QUEENS,OTHER,105000
Q774,QUEENS HS FOR THE SCIENCES - Q,OTHER,527709
Q792,NORTH QUEENS COMMUNITY HS - Q,OTHER,105000
Q798,BACCALAUREATE SCL FOR GLOBAL E,OTHER,408236
Q799,CAMBRIA HEIGHTS ACADEMY - Q,OTHER,1042961
Q799,CAMBRIA HEIGHTS ACADEMY - QUEE,OTHER,50000
Q801,BUREAU OF SUPPLIES - QUEENS,OTHER,18078
Q801,BUREAU OF SUPPLIES - QUEENS,SANDY,112511890
Q801,DOE BUREAU OF SUPPLIES,OTHER,19722796
Q809,Q224 SPED - QUEENS,OTHER,85000
Q811,Q811 SPED - QUEENS,OTHER,7936939
Q814,P.S. 82 - QUEENS,OTHER,49423
Q816,P.S. 256 ANNEX - QUEENS,NEW SCHOOL,38409008
Q816,Q256 SPED - QUEENS,OTHER,7794498
Q816,Q256 SPED - QUEENS,SANDY,3507315
Q822,Q811 SPED - QUEENS,OTHER,329431
Q835,Q233 SPED - QUEENS,OTHER,35000
Q836,P.S. 36 - QUEENS,OTHER,999999
Q841,P.S. 110 - QUEENS,OTHER,207979
Q848,P.S. 81 - QUEENS,OTHER,34333
Q849,I.S. 77 - QUEENS,OTHER,249065
Q858,P.S. 188 - QUEENS,OTHER,40271
Q859,ALTRNATIVE LEARNING CENTER - Q,OTHER,291288
Q878,P.S. 128 - QUEENS,OTHER,150000
Q882,Q009 SPED - QUEENS,OTHER,135000
Q884,P.S. 65 - QUEENS,OTHER,100000
Q885,RENAISSANCE CHARTER SCHOOL,OTHER,97236
Q891,R. F. WAGNER SEC SCL ARTS & TE,OTHER,209287
Q892,P.S. 360 - QUEENS,OTHER,194623
Q908,P.S. 143 ANNEX - QUEENS,OTHER,8053281
QAFE,RIVERTON STREET CHARTER SCHOOL,OTHER,120000
QAPM,PS 23 @ HILLSIDE PSYCH - Q,OTHER,149243
QBJH,BETHEL MISSION LOVING CHILD CA,OTHER,80000
R001,P.S. 1 - STATEN ISLAND,OTHER,1337416
R001,P.S. 1 - STATEN ISLAND,ROOF,14161821
R003,P.S. 3 - STATEN ISLAND,OTHER,2210008
R004,P.S. 4 - STATEN ISLAND,OTHER,559273
R005,P.S. 5 - STATEN ISLAND,FLOOD,2866690
R005,P.S. 5 - STATEN ISLAND,OTHER,869047
R006,P.S. 6 - STATEN ISLAND,OTHER,1293919
R007,I.S. 7 - STATEN ISLAND,OTHER,5254088
R007,R025 SPED - STATEN ISLAND,OTHER,478854
R008,P.S. 8 - STATEN ISLAND,OTHER,3360904
R011,P.S. 11 - STATEN ISLAND,OTHER,2998450
R013,P.S. 13 - STATEN ISLAND,FLOOD,7913213
R013,P.S. 13 - STATEN ISLAND,OTHER,268000
R014,P.S. 078 - STATEN ISLAND,OTHER,1346034
R014,P.S. 14 - STATEN ISLAND,OTHER,85000
R016,FORT HILL COLLABORATIVE ELEMEN,OTHER,506412
R016,P.S. 16 - STATEN ISLAND,OTHER,723253
R018,P.S. 18 - STATEN ISLAND,OTHER,513351
R019,P.S. 19 - STATEN ISLAND,OTHER,1887746
R020,P.S. 20 - STATEN ISLAND,OTHER,12383
R021,P.S. 21 - STATEN ISLAND,OTHER,854209
R022,P.S. 22 - STATEN ISLAND,OTHER,927251
R023,P.S. 23 - STATEN ISLAND,OTHER,713388
R024,I.S. 24 - STATEN ISLAND,OTHER,4530014
R025,R025 SPED - STATEN ISLAND,OTHER,3817714
R026,P.S. 26 - STATEN ISLAND,OTHER,453649
R027,I.S. 27 - STATEN ISLAND,OTHER,374764
R029,P.S. 29 - STATEN ISLAND,OTHER,1253773
R030,P.S. 30 - STATEN ISLAND,OTHER,649282
R030,P.S. 30 - STATEN ISLAND,ROOF,11285969
R031,P.S. 31 - STATEN ISLAND,OTHER,592498
R032,P.S. 32 - STATEN ISLAND,OTHER,554624
R034,I.S. 34 - STATEN ISLAND,OTHER,20970851
R034,I.S. 34 - STATEN ISLAND,ROOF,13746044
R035,P.S. 35 - STATEN ISLAND,OTHER,188000
R036,P.S. 36 - STATEN ISLAND,OTHER,1398074
R039,P.S. 39 - STATEN ISLAND,OTHER,445000
R040,R373 SPED - STATEN ISLAND,OTHER,853350
R041,P.S. 41 - STATEN ISLAND,OTHER,473868
R042,P.S. 42 - STATEN ISLAND,OTHER,1951499
R043,CSI HS FOR INTERNATIONAL STUDI,OTHER,10435701
R043,G MCCOWN EXPEDITIONARY LRNG SC,OTHER,835327
R043,I.S./J.H.S. 63 - STATEN ISLAND,OTHER,709007
R044,P.S. 44 - STATEN ISLAND,FLOOD,3775024
R044,P.S. 44 - STATEN ISLAND,OTHER,1779180
R045,P.S. 45 - STATEN ISLAND,OTHER,1300655
R046,P.S. 46 - STATEN ISLAND,OTHER,1168710
R047,CSI HS INTERNATIONAL STUDIES,OTHER,34719
R048,NAPLES STREET ELEMENTARY SCHL,PENET,1453659
R048,NAPLES STREET ELEMENTARY SCHL,ROOF,4553438
R048,NAPLES STREET ELEMENTARY SCHOO,OTHER,9749310
R049,I.S. 49 - STATEN ISLAND,FLOOD,2282287
R049,I.S. 49 - STATEN ISLAND,OTHER,1295932
R049,THE EAGLE ACADEMY FOR YOUNG ME,OTHER,80000
R051,I.S. 51 - STATEN ISLAND,OTHER,2518695
R053,P.S. 53 - STATEN ISLAND,OTHER,1398727
R054,P.S. 54 - STATEN ISLAND,OTHER,1049767
R055,P.S. 55 - STATEN ISLAND,OTHER,698870
R056,P.S. 56 - STATEN ISLAND,OTHER,1170624
R057,P.S. 57 - STATEN ISLAND,OTHER,946819
R058,P.S. 58 - STATEN ISLAND,OTHER,701624
R058,P.S. 58 - STATEN ISLAND,ROOF,304519
R059,THE HARBOR VIEW SCHOOL - R,OTHER,100000
R060,P.S. 60 - STATEN ISLAND,OTHER,279428
R061,I.S. 61 - STATEN ISLAND,OTHER,575916
R061,I.S. 61 - STATEN ISLAND,ROOF,15427265
R062,THE KATHLEEN GRIMM SCHOOL FOR,OTHER,210000
R066,THE PORT RICHMOND SCHOOL FOR V,OTHER,271000
R069,P.S. 69 - STATEN ISLAND,OTHER,1084586
R070,P.S. @ 357 TARGEE STREET,OTHER,3059028
R070,P.S. @ 357 TARGEE STREET - R,NEW SCHOOL,86249347
R071,P.S. 48 - STATEN ISLAND,OTHER,301101
R072,I.S. 72 - STATEN ISLAND,OTHER,13482484
R075,I.S. 75 - STATEN ISLAND,FLOOD,8514363
R075,I.S. 75 - STATEN ISLAND,OTHER,3819460
R086,I.S./H.S. @ 715 OCEAN TERRACE,OTHER,127307824
R089,D75 REPLACEMENT @ 15 FAIRFIELD,NEW SCHOOL,44370943
R090,3K CENTER @ 1535 RICHMOND AVE,OTHER,15729718
R091,3K CENTER @ 20 EBBITTS STREET,OTHER,15166112
R093,3K CENTER @ 2530 VICTORY BLVD,OTHER,9526521
R094,3K CENTER @ 104 HOUSMAN AVENUE,OTHER,11566203
R095,3K CENTER @ 1 TELEPORT DRIVE,OTHER,4490149
R098,P.S. 20 - STATEN ISLAND,OTHER,8109122
R099,P.S. 39 - STATEN ISLAND,OTHER,8100434
R100,3K CENTER @ 2389 RICHMOND AVE,OTHER,12481064
R102,P.S. 13 ANNEX - STATEN ISLAND,OTHER,24245151
R435,NEW DORP HS - STATEN ISLAND,OTHER,4257168
R436,NEW DORP HS - STATEN ISLAND,OTHER,10255755
R440,STATEN ISLAND TECHNICAL HS - R,OTHER,726986
R440,STATEN ISLAND TECHNICAL HS - S,FLOOD,2040155
R440,STATEN ISLAND TECHNICAL HS - S,OTHER,54381
R445,PORT RICHMOND HS - R,OTHER,1099030
R445,PORT RICHMOND HS - S.I.,FLOOD,23968568
R446,PORT RICHMOND HS - S.I.,OTHER,13940149
R450,CURTIS HS - STATEN ISLAND,OTHER,407612
R455,TOTTENVILLE HS - STATEN ISLAND,OTHER,4497582
R456,TOTTENVILLE HS - STATEN ISLAND,OTHER,2168704
R460,SUSAN E. WAGNER HS - STATEN IS,OTHER,2289848
