BLD_CODE,LAT,LON,FLOOD_2020,FLOOD_2050,Sum of TOT_ENRO,NEW SCHOOLS,OTHER,FLOOD,PENETRATION,ROOF,SANDY,MIT_BUDGET,TOT_BUDGET
Q054,40.702656,-73.824629,0,0,536,0,673552,0,0,0,0,0,673552
Q055,40.69361,-73.816156,0,0,513,0,6822570,0,0,0,0,0,6822570
Q056,40.698989,-73.835735,0,0,358,0,1687677,0,0,0,0,0,1687677
Q058,40.728517,-73.890638,0,0,1024,0,1183037,0,0,0,0,0,1183037
Q059,40.681881,-73.752772,0,0,1238,0,1532101,0,0,0,0,0,1532101
Q060,40.691467,-73.852792,0,0,1177,0,100000,0,0,0,0,0,100000
Q061,40.741898,-73.862886,0,0,2251,0,184735,0,0,6513317,0,6513317,6698052
Q062,40.688359,-73.835567,0,0,911,0,553636,0,0,0,0,0,553636
Q063,40.676978,-73.846796,0,0,1213,0,5500,0,0,0,0,0,5500
Q064,40.681901,-73.856956,0,0,555,0,8043368,0,0,0,0,0,8043368
Q066,40.697941,-73.846135,0,0,492,0,36713930,0,0,0,0,0,36713930
Q067,40.762241,-73.734832,0,0,951,0,585008,2084811,0,0,0,2084811,2669819
Q068,40.696961,-73.897372,0,0,597,0,1740118,0,0,0,0,0,1740118
Q069,40.748804,-73.888457,0,0,1018,0,2697576,3649456,0,0,0,3649456,6347032
Q070,40.761762,-73.913964,0,0,859,0,159175,0,0,0,0,0,159175
Q071,40.711388,-73.904798,0,0,700,0,1810505,0,0,8585678,0,8585678,10396183
Q072,40.675014,-73.775643,0,0,671,0,3385112,0,0,0,0,0,3385112
Q073,40.728558,-73.893318,0,0,1971,0,15892324,0,0,0,0,0,15892324
Q074,40.744743,-73.766653,0,0,1158,0,352385,0,0,0,0,0,352385
Q075,40.698699,-73.904888,0,0,560,0,49621,10161288,0,0,0,10161288,10210909
Q076,40.760862,-73.94163,0,0,446,0,1128549,0,0,0,0,0,1128549
Q079,40.786201,-73.817338,0,0,1088,0,25551221,0,0,0,0,0,25551221
Q080,40.673483,-73.769119,0,0,472,0,1283050,0,0,0,0,0,1283050
Q081,40.703942,-73.911885,0,0,643,0,2237589,0,0,0,0,0,2237589
Q082,40.703897,-73.8122,0,0,653,0,459320,0,0,4549374,0,4549374,5008694
Q084,40.771154,-73.906117,0,0,285,0,756461,0,0,0,0,0,756461
Q085,40.773126,-73.915039,0,0,636,0,1391242,0,0,0,0,0,1391242
Q086,40.709461,-73.803001,0,0,854,0,1449762,0,0,0,0,0,1449762
Q087,40.711559,-73.871674,0,0,617,0,2589902,0,0,0,0,0,2589902
Q088,40.704105,-73.896437,0,0,862,0,2869834,0,0,0,0,0,2869834
Q089,40.745963,-73.879641,0,0,1810,0,1870150,0,0,0,0,0,1870150
Q090,40.696653,-73.839517,0,0,810,0,1424302,0,0,0,0,0,1424302
Q091,40.703503,-73.883995,0,0,737,0,974564,0,0,0,0,0,974564
Q093,40.705609,-73.903057,0,0,1124,0,633648,0,0,21290080,0,21290080,21923728
Q094,40.771258,-73.738703,0,0,310,0,605595,0,0,0,0,0,605595
Q095,40.711295,-73.783283,0,0,1441,0,1221915,0,0,0,0,0,1221915
Q096,40.675369,-73.808128,0,0,314,0,299305,0,0,0,0,0,299305
Q097,40.694232,-73.860031,0,0,714,0,507670,0,0,0,0,0,507670
Q098,40.768906,-73.749998,0,1,281,0,1885003,0,0,0,0,0,1885003
Q099,40.711502,-73.827722,0,0,781,0,35000,0,3951958,0,0,3951958,3986958
Q100,40.679694,-73.821545,0,0,964,0,1157678,0,0,0,0,0,1157678
Q101,40.715543,-73.8434,0,0,672,0,129149,0,0,0,0,0,129149
Q102,40.733033,-73.878243,0,0,1303,0,507292,14737800,0,0,0,14737800,15245092
Q104,40.608002,-73.764621,0,0,634,0,10230599,0,0,0,0,0,10230599
Q105,40.595911,-73.780961,1,1,832,0,328045,0,0,0,5495074,5495074,5823119
Q106,40.594738,-73.766846,1,1,209,0,134692,0,0,0,0,0,134692
Q107,40.755364,-73.799476,0,0,938,0,122471,0,0,0,0,0,122471
Q108,40.679083,-73.831025,0,0,1412,0,1195774,28479420,0,0,0,28479420,29675194
Q109,40.720074,-73.746375,0,0,1164,0,279065,0,0,0,0,0,279065
Q111,40.758342,-73.939181,0,1,339,0,898140,0,0,0,0,0,898140
Q112,40.757293,-73.933562,0,0,450,0,2337274,0,0,7180101,0,7180101,9517375
Q113,40.705476,-73.861493,0,0,884,0,275000,0,0,0,0,0,275000
Q114,40.577552,-73.854364,1,1,678,0,249865,0,0,0,23359268,23359268,23609133
Q115,40.744201,-73.709404,0,0,778,0,7605105,0,0,0,0,0,7605105
Q116,40.70084,-73.781839,0,0,771,0,1374999,0,0,0,0,0,1374999
Q117,40.710428,-73.812968,0,0,974,0,1032615,0,0,0,0,0,1032615
Q118,40.703182,-73.765237,0,0,451,0,149839,0,0,0,0,0,149839
Q119,40.705187,-73.875073,0,0,1275,0,530934,0,0,592381,0,592381,1123315
Q120,40.745215,-73.828674,0,0,976,0,134735,0,0,0,0,0,134735
Q121,40.683585,-73.81533,0,0,882,0,1308289,0,0,18349623,0,18349623,19657912
Q122,40.780507,-73.915785,0,0,1366,0,2063060,0,0,0,0,0,2063060
Q123,40.678913,-73.795571,0,0,668,0,3489275,0,0,0,0,0,3489275
Q124,40.665669,-73.811266,0,0,1134,0,6822623,0,0,0,0,0,6822623
Q125,40.740452,-73.918762,0,0,1509,0,175000,0,0,0,0,0,175000
Q126,40.766008,-73.92999,1,1,692,0,2320846,0,0,0,0,0,2320846
Q127,40.765507,-73.870931,0,0,1256,0,467329,0,0,0,0,0,467329
Q129,40.789926,-73.839505,0,0,1079,0,55597652,0,0,0,0,0,55597652
Q130,40.760219,-73.784009,0,0,407,0,262036,0,0,0,0,0,262036
Q131,40.71715,-73.794061,0,0,748,0,57192930,0,0,6866576,0,6866576,64059506
Q132,40.681948,-73.7493,0,0,362,0,2008846,5841533,0,0,0,5841533,7850379
Q133,40.732458,-73.717819,0,0,584,0,3129308,0,0,0,0,0,3129308
Q134,40.707535,-73.754747,0,0,332,0,169464,0,0,0,0,0,169464
Q135,40.720864,-73.757591,0,0,932,0,170454,0,0,0,0,0,170454
Q136,40.69894,-73.752694,0,0,581,0,392776,0,0,0,0,0,392776
Q137,40.678112,-73.839377,0,0,1916,0,916036,0,0,0,0,0,916036
Q138,40.659876,-73.734342,0,0,711,0,718780,0,0,0,0,0,718780
Q139,40.728012,-73.862561,0,0,732,0,1067427,0,0,2286161,0,2286161,3353588
Q140,40.687486,-73.781255,0,0,476,0,266558,0,0,0,0,0,266558
Q141,40.775766,-73.904508,0,0,1180,0,1829393,0,0,0,0,0,1829393
Q142,40.683473,-73.800875,0,0,393,0,209603,0,0,0,0,0,209603
Q143,40.755393,-73.855715,0,0,1346,0,105225650,0,0,0,0,0,105225650
Q144,40.71489,-73.852398,0,0,905,0,65527561,0,0,0,0,0,65527561
Q145,40.754389,-73.887523,0,0,1709,0,9458577,0,0,0,0,0,9458577
Q146,40.660531,-73.834896,1,1,623,0,1654927,0,0,0,0,0,1654927
Q147,40.698028,-73.74014,0,0,561,0,1102016,0,0,0,0,0,1102016
Q148,40.757629,-73.878638,0,0,804,0,1406427,5514300,0,0,0,5514300,6920727
Q149,40.755759,-73.874505,0,0,979,0,1234862,0,0,0,0,0,1234862
Q150,40.745887,-73.923375,0,0,1028,0,1159499,0,0,0,0,0,1159499
Q151,40.758027,-73.908146,0,0,359,0,5935029,0,0,0,0,0,5935029
Q152,40.753094,-73.900584,0,0,1015,0,204722,0,0,0,0,0,204722
Q153,40.716296,-73.904463,0,0,1126,0,214135,0,0,4339932,0,4339932,4554067
Q154,40.726473,-73.80775,0,0,664,0,446566,0,0,0,0,0,446566
Q155,40.679105,-73.810067,0,0,535,0,2158392,15138550,0,0,0,15138550,17296942
Q156,40.672259,-73.743327,0,0,400,0,4781102,0,0,0,0,0,4781102
Q157,40.732348,-73.852879,0,0,1651,0,1009781,0,0,0,0,0,1009781
Q158,40.756562,-73.771878,0,0,1078,0,2013383,0,0,0,0,0,2013383
Q159,40.770108,-73.783973,0,0,662,0,1220499,1520615,0,0,0,1520615,2741114
Q160,40.688373,-73.799685,0,0,623,0,319333,11337830,0,0,0,11337830,11657163
Q161,40.690439,-73.82108,0,0,635,0,250340,0,0,0,0,0,250340
Q162,40.748405,-73.776576,0,0,661,0,7487998,0,0,0,0,0,7487998
Q163,40.741107,-73.808765,0,0,813,0,701705,0,0,0,0,0,701705
Q164,40.721514,-73.823569,0,0,678,0,379875,0,0,0,0,0,379875
Q165,40.729746,-73.816966,0,0,714,0,369350,0,0,0,0,0,369350
Q166,40.757497,-73.926249,0,0,1000,0,191260,0,0,0,0,0,191260
Q168,40.724195,-73.80938,0,0,1375,0,674036,0,0,683942,0,683942,1357978
Q169,40.782331,-73.77843,0,0,797,0,83488346,0,0,0,0,0,83488346
Q171,40.770926,-73.929093,1,1,465,0,2053516,0,0,0,0,0,2053516
Q172,40.741409,-73.713245,0,0,979,0,276678,0,0,0,0,0,276678
Q173,40.734097,-73.795651,0,0,964,0,653822,0,0,0,0,0,653822
Q174,40.720583,-73.861462,0,0,681,0,1439139,0,0,0,0,0,1439139
Q175,40.731016,-73.85221,0,0,813,0,3014146,0,0,0,0,0,3014146
Q176,40.684987,-73.729226,0,0,757,0,7148994,0,0,0,0,0,7148994
Q177,40.7434,-73.787419,0,0,488,0,11118711,6529954,0,0,0,6529954,17648665
Q178,40.724061,-73.777314,0,0,548,0,240000,0,0,0,0,0,240000
Q179,40.7417,-73.778118,0,0,410,0,737307,0,0,0,0,0,737307
Q180,40.584543,-73.825162,1,1,1351,0,3715746,0,0,0,0,0,3715746
Q181,40.655674,-73.752948,0,0,322,0,429532,0,0,0,0,0,429532
Q183,40.58922,-73.805866,1,1,484,0,1937213,0,0,0,0,0,1937213
Q184,40.778334,-73.799158,0,0,518,0,474572,0,0,0,0,0,474572
Q185,40.774906,-73.818607,0,0,1506,0,864241,0,0,0,0,0,864241
Q186,40.749556,-73.721594,0,0,772,0,335604,0,0,0,0,0,335604
Q188,40.736063,-73.753985,0,0,720,0,1359999,0,0,0,0,0,1359999
Q189,40.759963,-73.818399,0,0,1201,0,291177,0,0,180036,0,180036,471213
Q190,40.723478,-73.8517,0,0,1082,0,456075,0,0,2866177,0,2866177,3322252
Q191,40.734266,-73.708617,0,0,958,0,1267582,8451819,0,0,0,8451819,9719401
Q192,40.705989,-73.752885,0,0,1080,0,295000,0,0,0,0,0,295000
Q193,40.792053,-73.808987,0,0,559,0,12581346,0,0,0,0,0,12581346
Q194,40.783231,-73.80699,0,0,1280,0,9388809,0,0,0,0,0,9388809
Q195,40.652641,-73.735618,1,1,531,0,385890,0,0,0,100000,100000,485890
Q196,40.722792,-73.837379,0,0,1022,0,43744573,0,0,0,0,0,43744573
Q197,40.599664,-73.744128,1,1,523,0,342820,0,0,5882572,0,5882572,6225392
Q198,40.594008,-73.786649,1,1,399,0,49985,0,0,0,5159468,5159468,5209453
Q199,40.739831,-73.926081,0,0,801,0,10921097,0,0,0,0,0,10921097
Q200,40.73107,-73.805759,0,0,541,0,690938,0,0,0,0,0,690938
Q201,40.736541,-73.813011,0,0,474,0,8076002,0,0,0,0,0,8076002
Q202,40.670905,-73.845992,0,0,1740,0,180443,0,0,0,0,0,180443
Q203,40.753606,-73.759822,0,0,914,0,4447791,0,0,0,0,0,4447791
Q204,40.756471,-73.932628,0,0,993,0,1026418,0,0,0,0,0,1026418
Q205,40.738008,-73.756374,0,0,316,0,358204,18089001,0,0,0,18089001,18447205
Q206,40.73404,-73.861004,0,0,611,0,67411278,0,0,0,0,0,67411278
Q207,40.657736,-73.843881,1,1,690,0,703743,0,0,0,0,0,703743
Q208,40.744276,-73.727632,0,0,714,0,266227,0,0,0,0,0,266227
Q209,40.783777,-73.795845,0,0,557,0,526777,0,0,0,0,0,526777
Q210,40.68476,-73.847633,0,0,1884,0,722002,0,0,0,0,0,722002
Q212,40.753035,-73.884458,0,0,793,0,215000,0,0,0,0,0,215000
Q213,40.747457,-73.74539,0,0,456,0,2428635,0,0,0,0,0,2428635
Q214,40.770215,-73.827606,0,0,443,0,480845,0,0,0,0,0,480845
Q215,40.599467,-73.758587,0,0,543,0,300000,0,0,0,0,0,300000
Q216,40.737188,-73.794501,0,0,1520,0,10952178,0,0,15050073,0,15050073,26002251
Q217,40.710384,-73.811461,0,0,1666,0,8247397,0,0,0,0,0,8247397
Q219,40.737448,-73.823841,0,0,625,0,865151,0,0,5326495,0,5326495,6191646
Q220,40.736314,-73.852621,0,0,703,0,449629,0,0,0,0,0,449629
Q221,40.758808,-73.731518,0,0,635,0,650000,0,0,0,0,0,650000
Q222,40.750442,-73.879991,0,0,280,0,999999,0,0,0,0,0,999999
Q223,40.673898,-73.78953,0,0,576,0,7888009,0,0,0,0,0,7888009
Q225,40.580907,-73.83109,1,1,761,0,388010,0,0,0,10262312,10262312,10650322
Q226,40.675021,-73.81673,0,0,1669,0,730771,7336664,0,0,0,7336664,8067435
Q227,40.757567,-73.874614,0,0,1585,0,1249260,0,0,0,0,0,1249260
Q228,40.756931,-73.874947,0,0,304,0,71000,0,0,0,0,0,71000
Q229,40.734682,-73.897108,0,0,1421,0,12632611,0,0,0,0,0,12632611
Q230,40.752618,-73.892883,0,0,1261,0,84735,0,0,0,0,0,84735
Q231,40.664809,-73.759396,0,0,672,0,3431736,0,0,0,0,0,3431736
Q232,40.665408,-73.850622,1,1,949,0,17554660,0,0,0,0,0,17554660
Q234,40.766898,-73.923044,0,0,605,0,696500,0,0,0,0,0,696500
Q237,40.74943,-73.821402,0,0,2026,0,8793117,0,0,0,0,0,8793117
Q238,40.712743,-73.779653,0,0,1301,0,1627237,0,0,10014141,0,10014141,11641378
Q239,40.699431,-73.903838,0,0,539,0,326712,0,0,0,0,0,326712
Q242,40.769752,-73.832005,1,1,397,0,1461220,0,0,0,0,0,1461220
Q244,40.754483,-73.826192,0,0,459,0,134733,0,0,0,0,0,134733
Q245,40.706837,-73.91499,0,0,592,0,0,0,0,0,0,0,0
Q247,40.715005,-73.885974,0,0,952,0,39484875,0,0,0,0,0,39484875
Q251,40.664809,-73.759396,0,0,351,0,134247,0,0,0,0,0,134247
Q253,40.607247,-73.748799,0,0,562,0,0,0,0,0,0,0,0
Q254,40.6972,-73.847886,0,0,604,0,125000,0,0,8399038,0,8399038,8524038
Q260,40.749175,-73.865787,0,0,899,0,684598,0,0,0,0,0,684598
Q262,40.691482,-73.848577,0,0,395,0,0,0,0,0,0,0,0
Q263,40.720617,-73.731398,0,0,489,0,833669,0,0,0,0,0,833669
Q266,40.746128,-73.728415,0,0,654,0,389435,0,0,0,0,0,389435
Q268,40.707648,-73.78521,0,0,632,0,1009468,0,0,0,0,0,1009468
Q270,40.67507,-73.736232,0,0,751,0,208047,0,0,0,0,0,208047
Q273,40.693613,-73.844335,0,0,316,0,0,0,0,0,0,0,0
Q276,40.693736,-73.796358,0,0,563,0,384885,0,0,0,0,0,384885
Q277,40.70675,-73.803183,0,0,718,0,185000,0,0,0,0,0,185000
Q280,40.753345,-73.874109,0,0,622,0,933378,0,0,0,0,0,933378
Q287,40.757888,-73.859202,0,0,561,0,105050,0,0,0,0,0,105050
Q290,40.71303,-73.908307,0,0,588,0,254096,0,0,0,0,0,254096
Q292,40.755983,-73.868773,0,0,907,0,183736,0,0,0,0,0,183736
Q298,40.741139,-73.863408,0,0,517,0,43000,0,0,0,0,0,43000
Q311,40.74592,-73.865239,0,0,761,0,102000,0,0,0,0,0,102000
Q313,40.74258,-73.922604,0,0,423,0,35000,0,0,0,0,0,35000
Q314,40.708698,-73.797981,0,0,789,0,177736,0,0,0,0,0,177736
Q315,40.745995,-73.866372,0,0,894,0,35000,0,0,0,0,0,35000
Q316,40.683112,-73.850123,0,0,401,0,0,0,0,0,0,0,0
Q329,40.761573,-73.872244,0,0,457,0,158021,0,0,0,0,0,158021
Q332,40.754954,-73.770314,0,0,173,0,50000,0,0,0,0,0,50000
Q335,40.668083,-73.83685,0,0,295,0,0,0,0,0,0,0,0
Q336,40.785129,-73.843504,0,0,154,0,22990,0,0,0,0,0,22990
Q339,40.747701,-73.90643,0,0,346,0,0,0,0,0,0,0,0
Q374,40.655811,-73.738793,1,1,450,0,0,0,0,0,0,0,0
Q400,40.673949,-73.782684,0,0,1102,0,12501164,0,0,0,0,0,12501164
Q404,40.742964,-73.959183,1,1,989,0,70000,0,0,0,0,0,70000
Q405,40.771398,-73.781041,0,0,2850,0,4203551,0,0,0,0,0,4203551
Q410,40.586012,-73.825317,1,1,1766,0,4616278,0,0,0,0,0,4616278
Q415,40.752343,-73.757271,0,0,3609,0,2021920,0,0,0,0,0,2021920
Q420,40.66903,-73.757744,0,0,1820,0,1457764,0,0,0,0,0,1457764
Q425,40.737448,-73.823841,0,0,3522,0,861381,0,0,7468310,0,7468310,8329691
Q430,40.740875,-73.795049,0,0,4492,0,2410598,0,2019364,0,0,2019364,4429962
Q435,40.733888,-73.739726,0,0,1681,0,5981167,0,11306,0,0,11306,5992473
Q440,40.730017,-73.843972,0,0,3806,0,15498008,0,0,0,0,0,15498008
Q445,40.757072,-73.911165,0,0,2344,0,1915142,0,0,0,0,0,1915142
Q450,40.751838,-73.936592,0,0,828,0,777969,0,0,0,0,0,777969
Q451,40.751144,-73.937564,0,0,1007,0,97700,0,0,0,0,0,97700
Q452,40.765881,-73.933907,1,1,2252,0,26354225,17972542,0,0,0,17972542,44326767
Q455,40.740824,-73.874129,0,0,2078,0,4193363,0,0,0,0,0,4193363
Q456,40.737673,-73.853412,0,0,784,0,140000,0,0,0,0,0,140000
Q460,40.764892,-73.826811,0,0,2586,0,2704632,0,0,9945841,0,9945841,12650473
Q465,40.601537,-73.763995,1,1,1702,0,4833523,0,0,23977124,0,23977124,28810647
Q470,40.714551,-73.798658,0,0,2074,0,7308004,0,0,0,0,0,7308004
Q475,40.695171,-73.833815,0,0,1576,0,4354025,0,0,0,0,0,4354025
Q480,40.680065,-73.838616,0,0,2366,0,4184282,19640902,0,0,0,19640902,23825184
Q485,40.711881,-73.909202,0,0,1715,0,3023949,0,0,0,0,0,3023949
Q490,40.698786,-73.74633,0,0,1648,0,3411259,0,0,0,0,0,3411259
Q499,40.738599,-73.820821,0,0,535,0,307000,0,0,0,0,0,307000
Q505,40.709461,-73.803001,0,0,3300,0,1353269,0,0,0,0,0,1353269
Q515,40.737038,-73.821532,0,0,1182,0,1190150,0,0,0,0,0,1190150
Q520,40.743253,-73.933316,0,0,1015,0,210000,0,0,0,0,0,210000
Q566,40.744197,-73.728834,0,0,1070,0,422894,0,0,0,0,0,422894
Q570,40.756099,-73.925182,0,0,853,0,676933,0,0,0,0,0,676933
Q585,40.729104,-73.887909,0,0,1212,0,920176,0,0,0,0,0,920176
Q595,40.708204,-73.799532,0,0,206,0,2157110,0,0,0,0,0,2157110
Q600,40.741658,-73.927995,0,0,1522,0,540440,0,0,0,0,0,540440
Q610,40.743309,-73.929577,0,0,2088,0,1080000,21607035,0,0,0,21607035,22687035
Q620,40.716071,-73.799692,0,0,2196,0,2658742,0,0,0,0,0,2658742
Q633,40.69172,-73.778924,0,0,497,0,105000,0,0,0,0,0,105000
Q636,40.693013,-73.829409,0,0,411,0,244209,0,0,0,0,0,244209
Q650,40.689177,-73.841475,0,0,1066,0,697964,0,0,0,0,0,697964
Q680,40.708409,-73.804166,0,0,547,0,314653,0,0,0,0,0,314653
Q686,40.708431,-73.855543,0,0,2445,0,620564,0,0,396039,0,396039,1016603
Q690,40.685838,-73.783438,0,0,462,0,977022,0,0,0,0,0,977022
Q695,40.718027,-73.805923,0,0,711,0,105000,0,0,0,0,0,105000
Q707,40.72528,-73.811408,0,0,702,0,409200,0,0,0,0,0,409200
Q721,40.748996,-73.860547,0,0,1509,0,3189622,0,0,0,0,0,3189622
Q722,40.735613,-73.867882,0,0,484,0,767153,0,0,4709896,0,4709896,5477049
Q725,40.748502,-73.946488,0,0,1011,0,742900,0,0,0,0,0,742900
Q735,40.744175,-73.937004,0,0,1699,0,1774068,0,0,0,0,0,1774068
Q739,40.770769,-73.92383,0,0,586,0,2437897,0,0,0,0,0,2437897
Q744,40.743228,-73.871505,0,0,1255,0,1940934,0,0,0,0,0,1940934
Q774,40.700884,-73.798364,0,0,475,0,527709,0,0,0,0,0,527709
Q777,40.73668,-73.921346,0,0,483,0,0,0,0,0,0,0,0
Q781,40.675626,-73.799756,0,0,304,0,0,0,0,0,0,0,0
Q792,40.720586,-73.819664,0,0,189,0,105000,0,0,0,0,0,105000
Q798,40.754975,-73.926977,0,0,534,0,408236,0,0,0,0,0,408236
Q799,40.711857,-73.771196,0,0,370,0,1092961,0,0,0,0,0,1092961
Q811,40.756481,-73.728412,0,0,431,0,7936939,0,0,0,0,0,7936939
Q849,40.699101,-73.902147,0,0,928,0,249065,0,0,0,0,0,249065
Q868,40.744368,-73.957177,1,1,737,0,0,0,0,0,0,0,0
Q884,40.682293,-73.841675,0,0,454,0,100000,0,0,0,0,0,100000
Q885,40.749934,-73.884817,0,0,576,0,97236,0,0,0,0,0,97236
Q891,40.742217,-73.936442,0,0,649,0,209287,0,0,0,0,0,209287
Q892,40.702329,-73.756259,0,0,209,0,194623,0,0,0,0,0,194623
Q972,40.748159,-73.940316,0,0,32,0,0,0,0,0,0,0,0
QAAT,40.600137,-73.764065,1,1,789,0,0,0,0,0,0,0,0
QABC,40.710973,-73.888325,0,0,403,0,0,0,0,0,0,0,0
QABE,40.756181,-73.902197,0,0,413,0,0,0,0,0,0,0,0
QACG,40.713084,-73.807561,0,0,391,0,0,0,0,0,0,0,0
QACS,40.676318,-73.753009,0,0,513,0,0,0,0,0,0,0,0
QADC,40.737321,-73.866454,0,0,419,0,0,0,0,0,0,0,0
QAEA,40.755714,-73.924175,0,0,731,0,0,0,0,0,0,0,0
QAGE,40.600659,-73.752565,0,0,366,0,0,0,0,0,0,0,0
QALJ,40.760376,-73.939984,0,0,688,0,0,0,0,0,0,0,0
QAOG,40.759419,-73.861594,0,0,180,0,0,0,0,0,0,0,0
QAPM,40.747914,-73.723644,0,0,313,0,149243,0,0,0,0,0,149243
QARY,40.752598,-73.935743,0,0,829,0,0,0,0,0,0,0,0
QAXX,40.689012,-73.763282,0,0,964,0,0,0,0,0,0,0,0
QBAW,40.680016,-73.778613,0,0,321,0,0,0,0,0,0,0,0
QBKP,40.766487,-73.816232,0,0,104,0,0,0,0,0,0,0,0
QBQB,40.671281,-73.856042,0,0,95,0,0,0,0,0,0,0,0
R001,40.508638,-74.24395,0,0,446,0,1337416,0,0,14161821,0,14161821,15499237
R002,40.576728,-74.099685,1,1,1064,0,1705685,0,0,0,0,0,1705685
R003,40.520812,-74.21185,0,0,741,0,2210008,0,0,0,0,0,2210008
R004,40.552059,-74.195281,0,0,678,0,559273,0,0,0,0,0,559273
R005,40.529389,-74.187276,0,0,313,0,869047,2866690,0,0,0,2866690,3735737
R006,40.510207,-74.230118,0,0,532,0,1293919,0,0,0,0,0,1293919
R007,40.522971,-74.186096,0,0,1167,0,5732942,0,0,0,0,0,5732942
R008,40.547567,-74.152212,0,0,596,0,3360904,0,0,0,0,0,3360904
R011,40.590887,-74.098252,0,0,309,0,2998450,0,0,0,0,0,2998450
R013,40.613322,-74.068963,0,0,859,0,268000,7913213,0,0,0,7913213,8181213
R014,40.622415,-74.079228,0,0,779,0,1431034,0,0,0,0,0,1431034
R016,40.639638,-74.079594,0,0,667,0,1229665,0,0,0,0,0,1229665
R018,40.636521,-74.116817,0,0,491,0,513351,0,0,0,0,0,513351
R019,40.630563,-74.126851,0,0,547,0,1887746,0,0,0,0,0,1887746
R020,40.636729,-74.132382,0,0,451,0,12383,0,0,0,0,0,12383
R021,40.631165,-74.144599,0,0,346,0,854209,0,0,0,0,0,854209
R022,40.624847,-74.150544,0,0,933,0,927251,0,0,0,0,0,927251
R023,40.570765,-74.133216,0,0,545,0,713388,0,0,0,0,0,713388
R024,40.54549,-74.145558,0,0,1317,0,4530014,0,0,0,0,0,4530014
R026,40.591546,-74.190093,0,0,298,0,453649,0,0,0,0,0,453649
R027,40.628291,-74.117818,0,0,1036,0,374764,0,0,0,0,0,374764
R029,40.614039,-74.116197,0,0,602,0,1253773,0,0,0,0,0,1253773
R030,40.618097,-74.13308,0,0,826,0,649282,0,0,11285969,0,11285969,11935251
R031,40.64209,-74.08542,0,0,388,0,592498,0,0,0,0,0,592498
R032,40.5579,-74.1554,0,0,679,0,554624,0,0,0,0,0,554624
R034,40.5083,-74.2434,0,0,1061,0,20970851,0,0,13746044,0,13746044,34716895
R035,40.613548,-74.098994,0,0,408,0,188000,0,0,0,0,0,188000
R036,40.543433,-74.182548,0,0,866,0,1398074,0,0,0,0,0,1398074
R038,40.574799,-74.099409,1,1,364,0,762891,0,0,0,0,0,762891
R039,40.597824,-74.07061,0,0,525,0,445000,0,0,0,0,0,445000
R040,40.64118,-74.095454,0,0,568,0,853350,0,0,0,0,0,853350
R041,40.573599,-74.108492,0,0,698,0,473868,0,0,0,0,0,473868
R042,40.552213,-74.169038,0,0,1056,0,1951499,0,0,0,0,0,1951499
R043,40.581958,-74.159343,0,0,1380,0,11980035,0,0,0,0,0,11980035
R044,40.631689,-74.157303,0,0,772,0,1779180,3775024,0,0,0,3775024,5554204
R045,40.628419,-74.107537,0,0,862,0,1300655,0,0,0,0,0,1300655
R046,40.594455,-74.080829,0,0,243,0,1168710,0,0,0,0,0,1168710
R048,40.60265,-74.090245,0,0,326,0,9749310,0,1453659,4553438,0,6007097,15756407
R049,40.620443,-74.080695,0,0,805,0,1375932,2282287,0,0,0,2282287,3658219
R050,40.560954,-74.124332,1,1,725,0,750628,0,0,0,0,0,750628
R051,40.623077,-74.145522,0,0,1335,0,2518695,0,0,0,0,0,2518695
R052,40.58255,-74.089012,1,1,581,0,873793,0,0,0,0,0,873793
R053,40.551926,-74.13664,0,0,840,0,1398727,0,0,0,0,0,1398727
R054,40.602779,-74.137259,0,0,787,0,1049767,0,0,0,0,0,1049767
R055,40.536625,-74.163037,0,0,582,0,698870,0,0,0,0,0,698870
R056,40.541856,-74.213943,0,0,578,0,1170624,0,0,0,0,0,1170624
R057,40.611136,-74.083799,0,0,640,0,946819,0,0,0,0,0,946819
R058,40.582791,-74.160867,0,0,691,0,701624,0,0,304519,0,304519,1006143
R059,40.647898,-74.083408,0,0,301,0,100000,0,0,0,0,0,100000
R060,40.610604,-74.162634,0,0,862,0,279428,0,0,0,0,0,279428
R061,40.634497,-74.097941,0,0,967,0,575916,0,0,15427265,0,15427265,16003181
R062,40.541563,-74.217934,0,0,282,0,210000,0,0,0,0,0,210000
R066,40.624781,-74.142526,0,0,238,0,271000,0,0,0,0,0,271000
R069,40.59148,-74.157327,0,0,925,0,1084586,0,0,0,0,0,1084586
R071,40.603492,-74.091239,0,0,1001,0,301101,0,0,0,0,0,301101
R072,40.592132,-74.158618,0,0,1444,0,13482484,0,0,0,0,0,13482484
R075,40.544535,-74.197033,0,0,1455,0,3819460,8514363,0,0,0,8514363,12333823
R435,40.570909,-74.105878,0,0,3051,0,4257168,0,0,0,0,0,4257168
R440,40.568299,-74.117086,0,0,1331,0,781367,2040155,0,0,0,2040155,2821522
R445,40.635562,-74.141924,0,0,1564,0,1099030,23968568,0,0,0,23968568,25067598
R450,40.645436,-74.082149,0,0,2586,0,407612,0,0,0,0,0,407612
R455,40.528152,-74.193431,0,0,3654,0,4497582,0,0,0,0,0,4497582
R460,40.588985,-74.130819,0,0,3383,0,2289848,0,0,32878559,0,32878559,35168407
R470,40.61062,-74.087072,0,0,166,0,497497,0,0,0,0,0,497497
